#element,sp_num,g,Level(eV),Uncertainty(eV)
Co,1,10,5.367936,
Co,1,4,5.524204,
Co,1,6,5.384102,
Co,1,4,5.397988,
Co,1,8,5.400159,
Co,1,8,5.436457,
Co,1,4,5.444315,
Co,1,6,5.44562,
Co,1,12,5.449361,
Co,1,10,5.478036,
Co,1,8,5.504213,
Co,1,6,5.525786,
Co,1,8,5.451573,
Co,1,6,5.48034,
Co,1,4,5.502582,
Co,1,2,5.511657,
Co,1,6,5.514835,
Co,1,4,5.53689,
Co,1,10,5.552276,
Co,1,8,5.59238,
Co,1,6,5.687971,
Co,1,4,5.749788,
Co,1,2,5.56163,
Co,1,10,5.593111,
Co,1,12,5.646275,
Co,1,12,5.663102,
Co,1,10,5.730923,
Co,1,8,5.790909,
Co,1,6,5.838496,
Co,1,4,5.872478,
Co,1,2,5.892776,
Co,1,6,5.664609,
Co,1,4,5.726385,
Co,1,8,5.674339,
Co,1,10,5.707253,
Co,1,4,5.691455,
Co,1,8,5.693972,
Co,1,6,5.795765,
Co,1,2,5.697978,
Co,1,6,5.703624,
Co,1,4,5.735511,
Co,1,8,5.699701,
Co,1,6,5.744142,
Co,1,2,5.765532,
Co,1,4,5.75968,
Co,1,6,5.786583,
Co,1,4,5.77306,
Co,1,4,5.788256,
Co,1,8,5.811479,
Co,1,2,5.838557,
Co,1,6,5.843246,
Co,1,8,5.855167,
Co,1,6,5.876098,
Co,1,4,5.903158,
Co,1,10,5.892283,
Co,1,8,5.976237,
Co,1,6,6.040333,
Co,1,4,6.08495,
Co,1,8,5.931299,
Co,1,2,5.939495,
Co,1,2,5.948506,
Co,1,2,5.954507,
Co,1,8,5.978186,
Co,1,6,6.006261,
Co,1,2,6.022132,
Co,1,8,5.990566,
Co,1,6,6.027561,
Co,1,4,5.992698,
Co,1,2,6.055106,
Co,1,4,6.018946,
Co,1,4,6.044691,
Co,1,6,6.054008,
Co,1,4,6.056824,
Co,1,4,6.078377,
Co,1,10,6.099742,
Co,1,8,6.13524,
Co,1,6,6.18025,
Co,1,4,6.212234,
Co,1,2,6.1688,
Co,1,10,6.225346,
Co,1,12,6.245817,
Co,1,8,6.270963,
Co,1,6,6.287542,
Co,1,10,6.27278,
Co,1,8,6.274992,
Co,1,12,6.286381,
Co,1,10,6.311119,
Co,1,8,6.346085,
Co,1,10,6.290735,
Co,1,8,6.290735,
Co,1,8,6.291164,
Co,1,6,6.340475,
Co,1,4,6.428242,
Co,1,2,6.479911,
Co,1,6,6.299209,
Co,1,4,6.313909,
Co,1,2,6.316433,
Co,1,6,6.328434,
Co,1,4,6.451302,
Co,1,2,6.560738,
Co,1,8,6.329763,
Co,1,6,6.392719,
Co,1,4,6.479971,
Co,1,2,6.525861,
Co,1,14,6.340866,
Co,1,12,6.344802,
Co,1,10,6.462206,
Co,1,8,6.536038,
Co,1,6,6.343035,
Co,1,4,6.44897,
Co,1,2,6.491208,
Co,1,10,6.344289,
Co,1,8,6.347939,
Co,1,6,6.455857,
Co,1,4,6.534309,
Co,1,4,6.348065,
Co,1,2,6.452279,
Co,1,12,6.348456,
Co,1,10,6.356413,
Co,1,8,6.467266,
Co,1,6,6.542931,
Co,1,6,6.430215,
Co,1,6,6.445853,
Co,1,8,6.458957,
Co,1,6,6.56752,
Co,1,12,6.461301,
Co,1,10,6.543324,
Co,1,10,6.466577,
Co,1,8,6.553393,
Co,1,6,6.504223,
Co,1,4,6.613723,
Co,1,8,6.506274,
Co,1,4,6.508944,
Co,1,6,6.512399,
Co,1,4,6.512399,
Co,1,8,6.541863,
Co,1,6,6.658465,
Co,1,6,6.545886,
Co,1,8,6.58403,
Co,1,10,6.554351,
Co,1,8,6.657278,
Co,1,6,6.727228,
Co,1,4,6.748043,
Co,1,8,6.579341,
Co,1,10,6.579341,
Co,1,4,6.580451,
Co,1,6,6.595461,
Co,1,10,6.605385,
Co,1,8,6.617474,
Co,1,8,6.62858,
Co,1,12,6.634621,
Co,1,10,6.714757,
Co,1,8,6.758958,
Co,1,6,6.839666,
Co,1,14,6.647795,
Co,1,12,6.734285,
Co,1,10,6.801888,
Co,1,8,6.852452,
Co,1,12,6.653038,
Co,1,10,6.739341,
Co,1,8,6.806307,
Co,1,6,6.854221,
Co,1,4,6.890705,
Co,1,8,6.658216,
Co,1,6,6.730201,
Co,1,10,6.661076,
Co,1,8,6.738826,
Co,1,6,6.812547,
Co,1,4,6.869605,
Co,1,14,6.661468,
Co,1,12,6.740702,
Co,1,10,6.779817,
Co,1,8,6.817844,
Co,1,4,6.867451,
Co,1,6,6.87492,
Co,1,10,6.668959,
Co,1,8,6.754296,
Co,1,6,6.807351,
Co,1,8,6.669001,
Co,1,6,6.750395,
Co,1,4,6.812928,
Co,1,16,6.673087,
Co,1,14,6.751235,
Co,1,12,6.812644,
Co,1,10,6.857933,
Co,1,8,6.883682,
Co,1,6,6.887984,
Co,1,6,6.687296,
Co,1,4,6.715648,
Co,1,8,6.744567,
Co,1,6,6.764794,
Co,1,10,6.79324,
Co,1,8,6.858067,
Co,1,4,6.896353,
Co,1,6,6.90402,
Co,1,10,6.803519,
Co,1,8,6.81074,
Co,1,6,6.826755,
Co,1,4,6.828896,
Co,1,8,6.834046,
Co,1,8,6.846797,
Co,1,6,6.867126,
Co,1,6,6.882212,
Co,1,6,6.893365,
Co,1,4,6.908525,
Co,1,6,6.908525,
Co,1,4,6.910615,
Co,1,4,6.920663,
Co,1,2,6.921642,
Co,1,4,6.93348,
Co,1,6,6.93348,
Co,1,6,7.01075,
Co,1,14,7.18142,
Co,1,12,7.245764,
Co,1,10,7.274615,
Co,1,8,7.3541,
Co,1,10,7.214317,
Co,1,8,7.214317,
Co,1,8,7.363284,
Co,1,6,7.363284,
Co,2,9,0,
Co,2,7,0.11782516,
Co,2,5,0.19802719,
Co,2,11,0.41540831,
Co,2,9,0.49953085,
Co,2,7,0.56546577,
Co,2,5,0.61372947,
Co,2,3,0.64530031,
Co,2,9,1.21663958,
Co,2,7,1.32766384,
Co,2,5,1.40373174,
Co,2,5,1.44457424,
Co,2,5,1.64411577,
Co,2,3,1.66192399,
Co,2,1,1.6853529,
Co,2,7,2.20338605,
Co,2,5,2.23561202,
Co,2,3,2.27370158,
Co,2,9,2.35244233,
Co,2,11,2.68109977,
Co,2,9,2.72881087,
Co,2,7,2.77903526,
Co,2,5,2.98484767,
Co,2,3,3.00877191,
Co,2,1,3.02663766,
Co,2,5,3.08552036,
Co,2,3,3.13897205,
Co,2,1,3.20639528,
Co,2,9,3.11785953,
Co,2,13,3.36068394,
Co,2,11,3.40572046,
Co,2,9,3.45942707,
Co,2,7,3.40762796,
Co,2,5,3.48542792,
Co,2,3,3.62886586,
Co,2,3,3.42012122,
Co,2,11,3.78984644,
Co,2,5,3.86823409,
Co,2,9,5.0455404,
Co,2,7,5.1223018,
Co,2,5,5.174871,
Co,2,3,5.208406,
Co,2,1,5.224,
Co,2,5,5.0549694,
Co,2,7,5.0684203,
Co,2,9,5.0892165,
Co,2,1,5.33,
Co,2,7,5.466559,
Co,2,11,5.60380197,
Co,2,9,5.62624844,
Co,2,7,5.69980603,
Co,2,5,5.75940077,
Co,2,3,5.80077542,
Co,2,9,5.74305123,
Co,2,7,5.83210573,
Co,2,5,5.8938821,
Co,2,3,5.93249276,
Co,2,1,5.95069525,
Co,2,13,5.83698934,
Co,2,11,5.87013664,
Co,2,9,5.9273737,
Co,2,7,5.9699557,
Co,2,5,5.99940219,
Co,2,11,6.02018319,
Co,2,9,6.11840992,
Co,2,7,6.2037165,
Co,2,9,6.16172739,
Co,2,7,6.24653767,
Co,2,5,6.31257177,
Co,2,7,6.38670726,
Co,2,5,6.47566059,
Co,2,3,6.53206212,
Co,2,5,6.94441385,
Co,2,3,7.484,
Co,2,5,7.507,
Co,2,7,7.547,
Co,2,7,7.5928848,
Co,2,5,7.5953115,
Co,2,3,7.6064638,
Co,2,9,7.61117297,
Co,2,1,7.6198362,
Co,2,3,7.74158302,
Co,2,11,7.84902872,
Co,2,13,7.88507217,
Co,2,9,7.90928888,
Co,2,7,7.85369635,
Co,2,5,7.85654799,
Co,2,3,7.8934778,
Co,2,9,7.87425876,
Co,2,7,7.97962921,
Co,2,5,8.06107009,
Co,2,7,7.88378161,
Co,2,5,7.88737753,
Co,2,3,7.91827191,
Co,2,5,7.923,
Co,2,9,7.98475087,
Co,2,11,8.00959966,
Co,2,9,8.07807155,
Co,2,7,8.0806281,
Co,2,1,8.01006448,
Co,2,3,8.06250794,
Co,2,5,8.10960371,
Co,2,5,8.04838837,
Co,2,1,8.1224517,
Co,2,3,8.14046139,
Co,2,11,8.05370134,
Co,2,7,8.18514505,
Co,2,5,8.332886,
Co,2,7,8.37191162,
Co,2,3,8.4091525,
Co,2,5,8.42340833,
Co,2,1,8.41988259,
Co,2,11,8.45609577,
Co,2,9,8.53549724,
Co,2,7,8.59907782,
Co,2,13,8.46949859,
Co,2,15,8.50707932,
Co,2,11,8.53376431,
Co,2,7,8.5623404,
Co,2,3,8.5942222,
Co,2,5,8.63389048,
Co,2,13,8.63146931,
Co,2,9,8.70194937,
Co,2,7,8.7356214,
Co,2,5,8.7749654,
Co,2,3,8.71186315,
Co,2,3,8.78515492,
Co,2,13,8.85292357,
Co,2,11,8.89003402,
Co,2,9,8.92796723,
Co,2,5,8.9078234,
Co,2,3,9.0687421,
Co,2,1,9.1094329,
Co,2,7,8.99320722,
Co,2,5,9.0079637,
Co,2,9,9.06907725,
Co,2,11,9.22154694,
Co,2,3,9.239664,
Co,2,9,9.955784,
Co,2,7,9.98606,
Co,2,5,10.016514,
Co,2,3,10.03916,
Co,2,1,10.05095,
Co,2,11,10.163016,
Co,2,9,10.209254,
Co,2,7,10.244481,
Co,2,5,10.269602,
Co,2,3,10.28573,
Co,2,7,10.3044045,
Co,2,9,10.3401165,
Co,2,11,10.3995253,
Co,2,7,10.397663,
Co,2,9,10.4321071,
Co,2,11,10.41643089,
Co,2,9,10.48743503,
Co,2,7,10.5594422,
Co,2,5,10.61257253,
Co,2,3,10.6473006,
Co,2,7,10.4415404,
Co,2,5,10.4635935,
Co,2,3,10.4666902,
Co,2,7,10.544089,
Co,2,5,10.626971,
Co,2,3,10.67923,
Co,2,9,10.59837869,
Co,2,7,10.70562701,
Co,2,5,10.7792048,
Co,2,7,10.784289,
Co,2,5,10.847384,
Co,2,3,10.8917,
Co,2,9,10.80056,
Co,2,7,10.89773,
Co,2,5,10.96239,
Co,2,7,10.865099,
Co,2,11,11.15008073,
Co,2,9,11.18327092,
Co,2,7,11.25197094,
Co,2,5,11.2785437,
Co,2,3,11.3270714,
Co,2,13,11.1961173,
Co,2,11,11.24505237,
Co,2,9,11.3263136,
Co,2,7,11.36530142,
Co,2,5,11.397742,
Co,2,7,11.2161796,
Co,2,5,11.3352272,
Co,2,3,11.3981257,
Co,2,15,11.24138616,
Co,2,13,11.2795294,
Co,2,11,11.36271127,
Co,2,9,11.42150371,
Co,2,7,11.45688372,
Co,2,9,11.28869072,
Co,2,7,11.40138467,
Co,2,1,11.441945,
Co,2,5,11.44589487,
Co,2,3,11.4565367,
Co,2,11,11.32309646,
Co,2,9,11.39640435,
Co,2,7,11.47101544,
Co,2,7,11.33320886,
Co,2,5,11.41211476,
Co,2,3,11.485877,
Co,2,13,11.35986063,
Co,2,11,11.4510789,
Co,2,9,11.51681991,
Co,2,5,11.61464406,
Co,2,3,11.7047943,
Co,2,1,11.7438968,
Co,2,9,11.62212849,
Co,2,7,11.70021337,
Co,2,5,11.7467215,
Co,2,9,11.7829815,
Co,2,7,11.8632252,
Co,2,5,11.9280041,
Co,2,11,11.83504147,
Co,2,9,11.8995792,
Co,2,7,11.963992,
Co,2,5,12.0129488,
Co,2,3,12.0455285,
Co,2,13,11.90232621,
Co,2,9,12.01187555,
Co,2,11,12.01929228,
Co,2,7,12.0680869,
Co,2,5,12.1043831,
Co,2,11,11.93181697,
Co,2,9,12.1138831,
Co,2,7,12.1849891,
Co,2,9,12.03425891,
Co,2,7,12.1464464,
Co,2,5,12.1861143,
Co,2,7,12.0880165,
Co,2,5,12.2308572,
Co,2,7,12.27722876,
Co,2,5,12.3035919,
Co,2,3,12.3429444,
Co,2,5,12.4395071,
Co,2,3,12.4723623,
Co,2,1,12.508368,
Co,2,11,12.5513674,
Co,2,9,12.57833009,
Co,2,7,12.6489131,
Co,2,9,12.692462,
Co,2,5,12.9455164,
Co,2,3,12.978475,
Co,2,3,12.967159,
Co,2,5,12.9782472,
Co,2,7,12.9979794,
Co,2,11,13.0565447,
Co,2,9,13.06732922,
Co,2,7,13.080876,
Co,2,5,13.0958499,
Co,2,3,13.1100594,
Co,2,3,13.0717076,
Co,2,9,13.0916291,
Co,2,9,13.1698344,
Co,2,7,13.1815467,
Co,2,5,13.20458,
Co,2,9,13.19549739,
Co,2,1,13.198638,
Co,2,3,13.2063804,
Co,2,7,13.2150087,
Co,2,5,13.2225659,
Co,2,13,13.2545436,
Co,2,11,13.2806925,
Co,2,9,13.3437547,
Co,2,1,13.2557691,
Co,2,5,13.2561703,
Co,2,7,13.2587471,
Co,2,3,13.2941605,
Co,2,5,13.3170778,
Co,2,7,13.2855115,
Co,2,5,13.3327167,
Co,2,3,13.4523924,
Co,2,7,13.32224929,
Co,2,5,13.3548015,
Co,2,13,13.32499604,
Co,2,11,13.41721362,
Co,2,11,13.33370258,
Co,2,9,13.36428415,
Co,2,7,13.4235319,
Co,2,11,13.34645882,
Co,2,13,13.3535099,
Co,2,9,13.43850121,
Co,2,7,13.34960876,
Co,2,11,13.3929219,
Co,2,13,13.4333769,
Co,2,11,13.4491073,
Co,2,9,13.5690876,
Co,2,7,13.5797697,
Co,2,5,13.6411044,
Co,2,3,13.6802114,
Co,2,9,13.4492008,
Co,2,7,13.4932085,
Co,2,5,13.5443376,
Co,2,11,13.4647054,
Co,2,5,13.4808728,
Co,2,9,13.4919431,
Co,2,7,13.6596619,
Co,2,5,13.7248731,
Co,2,5,13.50344129,
Co,2,9,13.55297099,
Co,2,13,13.6393135,
Co,2,15,13.6502211,
Co,2,13,13.64696651,
Co,2,11,13.64992329,
Co,2,11,13.64787804,
Co,2,9,13.650584,
Co,2,9,13.6543706,
Co,2,7,13.6544001,
Co,2,15,13.65661905,
Co,2,17,13.6579348,
Co,2,7,13.6584441,
Co,2,5,13.658482,
Co,2,5,13.662345,
Co,2,3,13.6630326,
Co,2,3,13.6932161,
Co,2,5,13.70315206,
Co,2,7,13.709736,
Co,2,9,13.7282008,
Co,2,5,13.82344934,
Co,2,7,13.8293666,
Co,2,3,13.7448183,
Co,2,1,13.7453258,
Co,2,5,13.8034674,
Co,2,7,13.7479256,
Co,2,11,13.75311298,
Co,2,9,13.7532999,
Co,2,13,13.75385763,
Co,2,11,13.75490306,
Co,2,7,13.75413882,
Co,2,9,13.7551436,
Co,2,5,13.7585952,
Co,2,7,13.7593599,
Co,2,13,13.75987384,
Co,2,15,13.76052054,
Co,2,9,13.7614016,
Co,2,7,13.7629806,
Co,2,5,13.7684358,
Co,2,5,13.7617842,
Co,2,3,13.7622739,
Co,2,11,13.7639617,
Co,2,9,13.7803322,
Co,2,3,13.7640214,
Co,2,1,13.766,
Co,2,13,13.7797246,
Co,2,11,13.8893292,
Co,2,7,13.9625535,
Co,2,5,14.000011,
Co,2,15,13.7979596,
Co,2,13,13.9055232,
Co,2,11,13.912343,
Co,2,11,13.8056504,
Co,2,7,13.8163449,
Co,2,13,13.8166367,
Co,2,11,13.9857785,
Co,2,11,13.82904611,
Co,2,9,13.8295944,
Co,2,7,13.83048,
Co,2,9,13.8311442,
Co,2,5,13.8312365,
Co,2,7,13.8332512,
Co,2,3,13.8320165,
Co,2,5,13.8369094,
Co,2,13,13.83494999,
Co,2,11,13.8350037,
Co,2,1,13.839,
Co,2,3,13.8394878,
Co,2,3,13.8499267,
Co,2,5,13.8696538,
Co,2,9,13.8788561,
Co,2,7,13.8799939,
Co,2,5,13.8838786,
Co,2,7,13.8843178,
Co,2,11,13.8862946,
Co,2,9,13.8872014,
Co,2,5,13.890716,
Co,2,3,13.8913873,
Co,2,5,13.9296828,
Co,2,5,13.9390298,
Co,2,15,13.98790954,
Co,2,13,14.0641318,
Co,2,7,14.0061207,
Co,2,11,14.00945576,
Co,2,9,14.0443102,
Co,2,7,14.1000499,
Co,2,7,14.0339805,
Co,2,9,14.0416997,
Co,2,7,14.0543073,
Co,2,5,14.1120688,
Co,2,3,14.0636672,
Co,2,7,14.0750852,
Co,2,5,14.1665331,
Co,2,3,14.2401227,
Co,2,15,14.09795011,
Co,2,13,14.10984168,
Co,2,11,14.1809062,
Co,2,9,14.1129982,
Co,2,7,14.2491294,
Co,2,3,14.116573,
Co,2,11,14.11741017,
Co,2,13,14.12741483,
Co,2,9,14.19978019,
Co,2,11,14.20351918,
Co,2,3,14.1654348,
Co,2,7,14.1819783,
Co,2,13,14.22888473,
Co,2,9,14.2549989,
Co,2,5,14.2765801,
Co,2,1,14.3555779,
Co,2,3,14.3757549,
Co,2,9,14.31829916,
Co,2,7,14.39858,
Co,2,5,14.4296112,
Co,2,5,14.5577978,
Co,2,9,14.5725131,
Co,2,11,14.792763,
Co,2,9,14.815776,
Co,2,7,14.906412,
Co,2,9,14.903056,
Co,2,7,14.985588,
Co,2,15,14.9033827,
Co,2,13,14.9033893,
Co,2,13,14.9034435,
Co,2,11,14.9034509,
Co,2,11,14.9040783,
Co,2,9,14.9041117,
Co,2,15,14.9042107,
Co,2,17,14.904219,
Co,2,9,14.9049201,
Co,2,7,14.9049536,
Co,2,7,14.9057895,
Co,2,5,14.9058024,
Co,2,17,14.9059844,
Co,2,19,14.905986,
Co,2,5,14.906455,
Co,2,3,14.9064699,
Co,2,3,14.906869,
Co,2,1,14.9068901,
Co,2,13,14.962621,
Co,2,15,14.972371,
Co,2,13,14.982697,
Co,2,11,15.082866,
Co,2,9,15.147032,
Co,2,13,15.0080464,
Co,2,11,15.0080526,
Co,2,11,15.0082597,
Co,2,9,15.0082678,
Co,2,15,15.00845398,
Co,2,13,15.0084547,
Co,2,9,15.0088236,
Co,2,7,15.0088248,
Co,2,5,15.0094946,
Co,2,7,15.0095129,
Co,2,15,15.00987695,
Co,2,17,15.00987769,
Co,2,5,15.0101616,
Co,2,3,15.0101819,
Co,2,3,15.0106651,
Co,2,13,15.077949,
Co,2,11,15.0839144,
Co,2,9,15.0839214,
Co,2,13,15.0840054,
Co,2,11,15.0840095,
Co,2,7,15.0842982,
Co,2,9,15.0843014,
Co,2,5,15.084979,
Co,2,7,15.0849835,
Co,2,13,15.085285,
Co,2,15,15.08528922,
Co,2,9,15.1350957,
Co,2,11,15.1350959,
Co,2,7,15.1356577,
Co,2,9,15.1356598,
Co,2,11,15.1368802,
Co,2,13,15.136881,
Co,2,7,15.137371,
Co,2,5,15.137378,
Co,2,15,15.612177,
Co,2,13,15.61823,
Mo,1,7,0,
Mo,1,5,1.335103,
Mo,1,1,1.3596041,
Mo,1,3,1.3815291,
Mo,1,5,1.4201599,
Mo,1,7,1.4702664,
Mo,1,9,1.5307436,
Mo,1,5,2.0632311,
Mo,1,7,2.0696564,
Mo,1,9,2.0764526,
Mo,1,13,2.0809329,
Mo,1,11,2.0810155,
Mo,1,7,2.2601268,
Mo,1,5,2.2759148,
Mo,1,3,2.2911762,
Mo,1,1,2.4759455,
Mo,1,3,2.4958407,
Mo,1,9,2.4992489,
Mo,1,5,2.5145196,
Mo,1,7,2.5231413,
Mo,1,1,2.5549963,
Mo,1,3,2.757951,
Mo,1,5,2.8362553,
Mo,1,3,2.595042,
Mo,1,5,2.5975747,
Mo,1,7,2.6803685,
Mo,1,7,2.5972135,
Mo,1,9,2.6227474,
Mo,1,11,2.64622,
Mo,1,9,2.9156714,
Mo,1,5,2.9178946,
Mo,1,7,2.9344678,
Mo,1,9,2.9875597,
Mo,1,11,3.033369,
Mo,1,13,3.0777195,
Mo,1,1,3.0341587,
Mo,1,9,3.1560966,
Mo,1,7,3.1872706,
Mo,1,5,3.1981238,
Mo,1,3,3.2013491,
Mo,1,1,3.2211514,
Mo,1,11,3.1636939,
Mo,1,13,3.1676583,
Mo,1,15,3.1787772,
Mo,1,5,3.1757768,
Mo,1,7,3.2077052,
Mo,1,9,3.2633162,
Mo,1,11,3.2118714,
Mo,1,9,3.223259,
Mo,1,7,3.2470773,
Mo,1,3,3.2587785,
Mo,1,5,3.265225,
Mo,1,3,3.2750185,
Mo,1,1,3.2793844,
Mo,1,5,3.3990334,
Mo,1,9,3.3024208,
Mo,1,7,3.3027831,
Mo,1,5,3.317651,
Mo,1,3,3.3925122,
Mo,1,5,3.3591339,
Mo,1,9,3.4424949,
Mo,1,7,3.4435894,
Mo,1,9,3.3899667,
Mo,1,7,3.3951632,
Mo,1,11,3.4376744,
Mo,1,1,3.4550285,
Mo,1,3,3.5055652,
Mo,1,5,3.5541986,
Mo,1,7,3.5767143,
Mo,1,9,3.6167563,
Mo,1,11,3.6923883,
Mo,1,13,3.7810241,
Mo,1,13,3.5014395,
Mo,1,3,3.5602363,
Mo,1,5,3.5752817,
Mo,1,7,3.5860778,
Mo,1,5,3.6751382,
Mo,1,7,3.7393116,
Mo,1,9,3.7817591,
Mo,1,9,3.6999548,
Mo,1,11,3.7172588,
Mo,1,13,3.7335549,
Mo,1,3,3.824489,
Mo,1,5,3.8627196,
Mo,1,7,3.9246933,
Mo,1,9,3.9827603,
Mo,1,11,4.0433525,
Mo,1,5,3.88069,
Mo,1,7,3.9096193,
Mo,1,9,3.9567289,
Mo,1,13,3.9035948,
Mo,1,9,3.9068114,
Mo,1,11,4.0020885,
Mo,1,9,4.052829,
Mo,1,3,4.0789242,
Mo,1,5,4.1285534,
Mo,1,7,4.2098847,
Mo,1,11,4.203623,
Mo,1,3,4.2462547,
Mo,1,5,4.2693537,
Mo,1,7,4.3072582,
Mo,1,9,4.3604507,
Mo,1,11,4.4286251,
Mo,1,13,4.3159089,
Mo,1,11,4.3285458,
Mo,1,9,4.3446684,
Mo,1,1,4.6032907,
Mo,1,3,4.6237384,
Mo,1,5,4.6592238,
Mo,1,7,4.7074839,
Mo,1,9,4.7638486,
Mo,1,1,4.6327452,
Mo,1,3,4.6991891,
Mo,1,5,4.7761431,
Mo,1,7,4.8551999,
Mo,1,9,4.9489091,
Mo,1,3,4.789076,
Mo,1,5,4.8333172,
Mo,1,7,4.8504403,
Mo,1,9,4.8712851,
Mo,1,11,4.8905793,
Mo,1,13,4.9097743,
Mo,1,3,4.8798362,
Mo,1,5,4.8927447,
Mo,1,7,4.9544667,
Mo,1,13,4.8999864,
Mo,1,7,4.919139,
Mo,1,7,4.9283587,
Mo,1,9,4.9677638,
Mo,1,11,5.0049029,
Mo,1,13,5.0404165,
Mo,1,3,4.932078,
Mo,1,5,4.9372187,
Mo,1,5,4.9580117,
Mo,1,9,5.0639464,
Mo,1,3,4.9639479,
Mo,1,5,5.0295637,
Mo,1,7,5.0788937,
Mo,1,5,4.989228,
Mo,1,7,5.0199066,
Mo,1,3,5.0459563,
Mo,1,1,5.0506101,
Mo,1,5,5.0621237,
Mo,1,5,5.0635557,
Mo,1,3,5.0847983,
Mo,1,5,5.0873164,
Mo,1,7,5.1111725,
Mo,1,11,5.126457,
Mo,1,9,5.1323907,
Mo,1,3,5.13274,
Mo,1,5,5.1434163,
Mo,1,7,5.1887186,
Mo,1,9,5.218189,
Mo,1,5,5.1834074,
Mo,1,3,5.2266877,
Mo,1,1,5.2287866,
Mo,1,5,5.2367595,
Mo,1,7,5.2596977,
Mo,1,9,5.2993083,
Mo,1,9,5.2303773,
Mo,1,11,5.2424462,
Mo,1,13,5.2501021,
Mo,1,5,5.3044349,
Mo,1,3,5.3234748,
Mo,1,7,5.3275965,
Mo,1,9,5.35573,
Mo,1,11,5.4485699,
Mo,1,5,5.3369575,
Mo,1,7,5.361767,
Mo,1,11,5.3683991,
Mo,1,9,5.3970178,
Mo,1,11,5.4015498,
Mo,1,9,5.4055215,
Mo,1,11,5.4962389,
Mo,1,7,5.41779,
Mo,1,9,5.4568321,
Mo,1,11,5.510417,
Mo,1,13,5.5414522,
Mo,1,15,5.629614,
Mo,1,11,5.4512254,
Mo,1,7,5.4522598,
Mo,1,9,5.5124097,
Mo,1,11,5.5495041,
Mo,1,3,5.4603913,
Mo,1,5,5.5203349,
Mo,1,7,5.5695155,
Mo,1,3,5.5713181,
Mo,1,5,5.5718925,
Mo,1,7,5.5727619,
Mo,1,9,5.5739674,
Mo,1,11,5.5755891,
Mo,1,9,5.5732812,
Mo,1,3,5.5893405,
Mo,1,5,5.6274816,
Mo,1,7,5.630715,
Mo,1,9,5.6482535,
Mo,1,11,5.682881,
Mo,1,5,5.6319975,
Mo,1,3,5.6360448,
Mo,1,7,5.6579806,
Mo,1,9,5.687096,
Mo,1,5,5.6673175,
Mo,1,7,5.6956498,
Mo,1,9,5.6994504,
Mo,1,9,5.67669,
Mo,1,7,5.6775758,
Mo,1,5,5.6784925,
Mo,1,3,5.679143,
Mo,1,1,5.67939,
Mo,1,3,5.6827811,
Mo,1,3,5.700092,
Mo,1,5,5.7406968,
Mo,1,7,5.8034979,
Mo,1,9,5.7201282,
Mo,1,3,5.7588048,
Mo,1,5,5.7593642,
Mo,1,7,5.7594861,
Mo,1,9,5.797062,
Mo,1,5,5.7701379,
Mo,1,9,5.776428,
Mo,1,3,5.7925447,
Mo,1,5,5.7968482,
Mo,1,11,5.8100235,
Mo,1,13,5.8485464,
Mo,1,15,5.888369,
Mo,1,5,5.8116864,
Mo,1,7,5.8181202,
Mo,1,3,5.8142377,
Mo,1,5,5.840918,
Mo,1,7,5.8501351,
Mo,1,7,5.8217814,
Mo,1,3,5.8320566,
Mo,1,5,5.8336621,
Mo,1,7,5.8352632,
Mo,1,7,5.8492101,
Mo,1,5,5.8503583,
Mo,1,7,5.8658322,
Mo,1,9,5.8780077,
Mo,1,11,5.9089629,
Mo,1,13,5.9146177,
Mo,1,3,5.8580158,
Mo,1,5,5.8622374,
Mo,1,1,5.8674694,
Mo,1,3,5.8771168,
