#element,sp_num,g,Level(eV),Uncertainty(eV)
Fe,1,5,7.1878769,0.0000004
Fe,1,3,7.2261963,0.0000004
Fe,1,7,7.15922602,0.00000025
Fe,1,5,7.15926544,0.00000025
Fe,1,9,7.15923606,0.00000012
Fe,1,7,7.15945911,0.00000012
Fe,1,9,7.16180142,0.00000025
Fe,1,7,7.19523772,0.00000012
Fe,1,5,7.23206872,0.00000025
Fe,1,3,7.2555557,0.0000011
Fe,1,11,7.1783195,0.0000006
Fe,1,9,7.1808243,0.0000004
Fe,1,5,7.31035581,0.00000025
Fe,1,7,7.3261802,0.0000004
Fe,1,5,7.1910167,0.0000011
Fe,1,3,7.35769434,0.00000025
Fe,1,13,7.19132379,0.00000025
Fe,1,11,7.2247405,0.0000004
Fe,1,9,7.2555755,0.00000025
Fe,1,7,7.2791181,0.0000004
Fe,1,5,7.2933513,0.0000004
Fe,1,11,7.1933848,0.0000004
Fe,1,9,7.2325702,0.0000004
Fe,1,7,7.2655167,0.0000004
Fe,1,5,7.2074803,0.00000025
Fe,1,7,7.2253354,0.0000004
Fe,1,3,7.24004041,0.00000025
Fe,1,11,7.20931005,0.00000025
Fe,1,9,7.25075723,0.00000025
Fe,1,7,7.28501741,0.00000025
Fe,1,5,7.30342758,0.00000025
Fe,1,3,7.31227831,0.00000025
Fe,1,9,7.2156217,0.0000004
Fe,1,7,7.2506341,0.0000004
Fe,1,5,7.2758644,0.0000004
Fe,1,3,7.2852593,0.0000004
Fe,1,5,7.21750752,0.00000025
Fe,1,7,7.2508259,0.0000004
Fe,1,9,7.2309299,0.0000004
Fe,1,7,7.28561601,0.00000025
Fe,1,5,7.3195016,0.0000005
Fe,1,3,7.32912,0.0000005
Fe,1,11,7.2521129,0.0000004
Fe,1,9,7.3107624,0.0000004
Fe,1,11,7.26438371,0.00000025
Fe,1,9,7.26449133,0.00000025
Fe,1,9,7.2731583,0.0000004
Fe,1,7,7.27470577,0.00000025
Fe,1,5,7.32812275,0.00000025
Fe,1,3,7.3597266,0.0000004
Fe,1,7,7.2756807,0.0000004
Fe,1,3,7.3108215,0.0000005
Fe,1,5,7.31256608,0.00000025
Fe,1,13,7.2779394,0.00000025
Fe,1,11,7.27797585,0.00000025
Fe,1,13,7.27820485,0.00000025
Fe,1,15,7.27862478,0.00000025
Fe,1,9,7.27848158,0.00000025
Fe,1,11,7.2787878,0.0000004
Fe,1,15,7.279213,0.000006
Fe,1,9,7.2792669,0.0000004
Fe,1,7,7.27968857,0.00000025
Fe,1,17,7.2801659,0.0000004
Fe,1,15,7.28067,0.0000004
Fe,1,7,7.28023311,0.00000025
Fe,1,5,7.28075992,0.00000025
Fe,1,15,7.28931061,0.00000025
Fe,1,13,7.3084633,0.0000004
Fe,1,11,7.3257089,0.0000004
Fe,1,11,7.291761,0.000006
Fe,1,9,7.340389,0.000006
Fe,1,7,7.2941429,0.0000004
Fe,1,9,7.30346725,0.00000025
Fe,1,5,7.3053924,0.0000004
Fe,1,3,7.3246249,0.0000004
Fe,1,13,7.3304509,0.0000017
Fe,1,11,7.3377221,0.0000025
Fe,1,11,7.3307827,0.0000025
Fe,1,9,7.331633,0.000004
Fe,1,13,7.3332153,0.0000025
Fe,1,15,7.3372775,0.0000012
Fe,1,3,7.3342434,0.0000009
Fe,1,7,7.3419976,0.0000014
Fe,1,9,7.344264,0.000006
Fe,1,7,7.3462361,0.0000025
Fe,1,9,7.34758864,0.00000025
Fe,1,11,7.34790914,0.00000025
Fe,1,13,7.34779,0.0000004
Fe,1,11,7.34792662,0.00000025
Fe,1,7,7.34798266,0.00000025
Fe,1,9,7.34801576,0.00000025
Fe,1,5,7.34856303,0.00000025
Fe,1,7,7.3487069,0.0000004
Fe,1,15,7.3487778,0.0000005
Fe,1,13,7.3489321,0.0000005
Fe,1,13,7.3491091,0.0000004
Fe,1,13,7.349273,0.0000004
Fe,1,15,7.3494681,0.0000004
Fe,1,5,7.349317,0.0000004
Fe,1,15,7.351069,0.0000025
Fe,1,17,7.3510758,0.0000004
Fe,1,9,7.352499,0.0000011
Fe,1,7,7.379876,0.0000004
Fe,1,5,7.416184,0.0000004
Fe,1,13,7.3559386,0.0000005
Fe,1,15,7.355939,0.0000005
Fe,1,11,7.3559695,0.0000004
Fe,1,13,7.3559696,0.0000005
Fe,1,17,7.3561403,0.0000006
Fe,1,15,7.3561404,0.0000005
Fe,1,11,7.3561424,0.0000005
Fe,1,9,7.3561426,0.0000005
Fe,1,9,7.3563866,0.0000005
Fe,1,7,7.3563868,0.0000005
Fe,1,7,7.3566421,0.0000004
Fe,1,5,7.3566422,0.0000006
Fe,1,17,7.3566917,0.0000025
Fe,1,19,7.3566929,0.0000025
Fe,1,3,7.3568605,0.0000006
Fe,1,5,7.3568609,0.0000006
Fe,1,3,7.3570065,0.0000009
Fe,1,1,7.3570083,0.0000019
Fe,1,7,7.3635064,0.0000009
Fe,1,11,7.3725361,0.0000016
Fe,1,9,7.381131,0.000004
Fe,1,9,7.374038,0.000004
Fe,1,7,7.3795772,0.0000014
Fe,1,3,7.3771377,0.0000004
Fe,1,5,7.378812,0.000004
Fe,1,7,7.3818449,0.0000019
Fe,1,11,7.380021,0.000006
Fe,1,9,7.3974805,0.0000021
Fe,1,5,7.5051495,0.0000012
Fe,1,13,7.3821585,0.0000019
Fe,1,11,7.384043,0.000004
Fe,1,5,7.3856611,0.0000022
Fe,1,3,7.388324,0.000005
Fe,1,11,7.3973888,0.0000004
Fe,1,15,7.3980136,0.0000004
Fe,1,13,7.3981475,0.0000011
Fe,1,9,7.39831901,0.00000025
Fe,1,7,7.3983804,0.0000006
Fe,1,11,7.3983355,0.0000004
Fe,1,9,7.3985231,0.0000004
Fe,1,7,7.39928211,0.00000025
Fe,1,5,7.3994149,0.0000006
Fe,1,11,7.3996464,0.0000005
Fe,1,5,7.40029668,0.00000025
Fe,1,11,7.4039391,0.0000004
Fe,1,13,7.4039392,0.0000005
Fe,1,11,7.4039569,0.0000005
Fe,1,9,7.4039579,0.0000005
Fe,1,13,7.4039747,0.0000005
Fe,1,15,7.4039753,0.0000006
Fe,1,7,7.4040042,0.0000005
Fe,1,9,7.4040052,0.0000005
Fe,1,5,7.404059,0.0000005
Fe,1,7,7.4040596,0.0000005
Fe,1,15,7.4040814,0.0000012
Fe,1,17,7.4040815,0.0000009
Fe,1,3,7.404105,0.0000019
Fe,1,5,7.404105,0.0000016
Fe,1,11,7.4041781,0.0000012
Fe,1,9,7.4050683,0.0000016
Fe,1,3,7.405473,0.000004
Fe,1,3,7.4101537,0.0000025
Fe,1,5,7.4118354,0.0000012
Fe,1,7,7.4168171,0.0000021
Fe,1,5,7.4196563,0.0000017
Fe,1,9,7.424005,0.000005
Fe,1,7,7.425004,0.000004
Fe,1,9,7.4324836,0.00000025
Fe,1,7,7.4325209,0.0000004
Fe,1,5,7.4325757,0.0000004
Fe,1,7,7.4331667,0.0000004
Fe,1,11,7.4341523,0.00000025
Fe,1,9,7.4342111,0.0000004
Fe,1,3,7.4351489,0.0000025
Fe,1,5,7.4388198,0.0000006
Fe,1,3,7.4388203,0.0000017
Fe,1,13,7.438954,0.0000005
Fe,1,15,7.4389546,0.0000009
Fe,1,5,7.4389768,0.0000007
Fe,1,7,7.4389773,0.0000006
Fe,1,3,7.439026,0.000004
Fe,1,5,7.443396,0.000004
Fe,1,7,7.4391399,0.0000025
Fe,1,9,7.4391406,0.0000009
Fe,1,11,7.4392182,0.0000005
Fe,1,13,7.4392189,0.0000005
Fe,1,9,7.4392457,0.0000009
Fe,1,11,7.4392477,0.0000005
Fe,1,7,7.4484653,0.0000015
Fe,1,5,7.4496531,0.000002
Fe,1,9,7.4509047,0.0000004
Fe,1,7,7.4604347,0.0000004
Fe,1,7,7.4510813,0.0000016
Fe,1,5,7.4549963,0.0000025
Fe,1,3,7.4611526,0.000002
Fe,1,5,7.462873,0.0000025
Fe,1,7,7.4628742,0.0000025
Fe,1,11,7.4630639,0.0000006
Fe,1,13,7.4630644,0.0000009
Fe,1,9,7.4634065,0.0000009
Fe,1,7,7.4634066,0.0000012
Fe,1,9,7.4635935,0.0000004
Fe,1,11,7.4635938,0.0000007
Fe,1,3,7.4657386,0.0000004
Fe,1,11,7.470565,0.0000004
Fe,1,9,7.4968489,0.0000005
Fe,1,7,7.5089311,0.0000006
Fe,1,11,7.4774486,0.0000025
Fe,1,9,7.4774503,0.0000012
Fe,1,9,7.4774517,0.0000007
Fe,1,7,7.4774524,0.0000006
Fe,1,13,7.4843851,0.0000005
Fe,1,11,7.5071336,0.0000005
Fe,1,9,7.5329818,0.0000004
Fe,1,7,7.5390662,0.0000004
Fe,1,9,7.6529034,0.0000005
Fe,1,13,7.696855,0.0000005
Fe,1,11,7.7109164,0.0000012
Fe,1,9,7.733844,0.000004
Fe,1,13,7.8154377,0.0000006
Fe,1,,7.9024681,0.0000012
Fe,2,10,0,0
Fe,2,8,0.04770753,0.00000004
Fe,2,6,0.08278213,0.00000004
Fe,2,4,0.10695023,0.00000005
Fe,2,2,0.12113874,0.00000005
Fe,2,10,0.23217279,0.00000007
Fe,2,8,0.30129858,0.00000007
Fe,2,6,0.35186476,0.00000009
Fe,2,4,0.38651921,0.0000001
Fe,2,8,0.9863338,0.00000009
Fe,2,6,1.04046986,0.00000009
Fe,2,4,1.07624119,0.00000009
Fe,2,2,1.09686139,0.0000001
Fe,2,6,1.67061856,0.00000011
Fe,2,4,1.6952613,0.00000012
Fe,2,2,1.72398297,0.00000015
Fe,2,10,1.96448604,0.00000015
Fe,2,8,2.02954815,0.00000016
Fe,2,4,2.27642922,0.0000002
Fe,2,2,2.34166141,0.00000025
Fe,2,12,2.52186911,0.00000016
Fe,2,10,2.57958587,0.00000017
Fe,2,6,2.54377802,0.0000002
Fe,2,4,2.64185518,0.00000025
Fe,2,6,2.58265947,0.00000014
Fe,2,4,2.70434897,0.00000015
Fe,2,2,2.7784633,0.00000016
Fe,2,14,2.63486052,0.00000014
Fe,2,12,2.65702556,0.00000012
Fe,2,10,2.67577925,0.00000014
Fe,2,8,2.69193206,0.00000014
Fe,2,10,2.80665448,0.00000014
Fe,2,8,2.82812245,0.00000014
Fe,2,6,2.84411707,0.00000014
Fe,2,4,2.85551515,0.00000014
Fe,2,6,2.8910183,0.00000014
Fe,2,12,3.15276806,0.00000015
Fe,2,10,3.19945278,0.00000015
Fe,2,8,3.22131344,0.00000015
Fe,2,6,3.23045937,0.00000016
Fe,2,4,3.19725263,0.00000016
Fe,2,2,3.33923354,0.0000002
Fe,2,12,3.24468891,0.00000016
Fe,2,10,3.26732671,0.00000016
Fe,2,8,3.38661825,0.00000016
Fe,2,6,3.42449356,0.00000016
Fe,2,10,3.76769941,0.00000017
Fe,2,8,3.81430861,0.00000019
Fe,2,4,3.88869686,0.0000002
Fe,2,2,3.8891925,0.00000025
Fe,2,6,3.89161339,0.00000019
Fe,2,8,3.90341906,0.00000017
Fe,2,6,3.9441623,0.0000004
Fe,2,8,3.96737644,0.00000025
Fe,2,14,4.07605998,0.00000024
Fe,2,12,4.0803055,0.0000004
Fe,2,10,4.14931647,0.00000024
Fe,2,8,4.15363129,0.00000024
Fe,2,4,4.47910423,0.00000025
Fe,2,6,4.49479059,0.00000025
Fe,2,2,4.6155941,0.0000005
Fe,2,6,4.7317602,0.0000004
Fe,2,4,4.7379945,0.0000004
Fe,2,10,4.76830747,0.0000002
Fe,2,8,4.79323577,0.0000002
Fe,2,6,4.8178982,0.0000002
Fe,2,4,4.83702231,0.00000021
Fe,2,2,4.84893721,0.00000021
Fe,2,12,5.20337749,0.00000022
Fe,2,10,5.22157443,0.00000021
Fe,2,8,5.23672772,0.00000022
Fe,2,6,5.24885175,0.00000022
Fe,2,4,5.25709365,0.00000022
Fe,2,2,5.26187092,0.00000022
Fe,2,8,5.28894824,0.00000022
Fe,2,6,5.36090398,0.00000022
Fe,2,4,5.40831276,0.00000022
Fe,2,10,5.48413599,0.00000022
Fe,2,8,5.54876624,0.00000024
Fe,2,6,5.5891955,0.00000024
Fe,2,4,5.61522263,0.00000024
Fe,2,8,5.5107139,0.00000022
Fe,2,6,5.55260578,0.00000024
Fe,2,4,5.58476799,0.00000024
Fe,2,2,5.604888,0.00000024
Fe,2,8,5.56875734,0.00000025
Fe,2,6,5.57055201,0.00000025
Fe,2,6,5.82322475,0.00000024
Fe,2,4,5.87558748,0.00000025
Fe,2,2,5.90488507,0.00000025
Fe,2,4,5.9109129,0.0000004
Fe,2,6,5.95609042,0.00000025
Fe,2,2,6.0877427,0.0000005
Fe,2,4,6.138076,0.0000004
Fe,2,6,6.22559822,0.00000025
Fe,2,4,6.2086229,0.0000004
Fe,2,6,6.2169162,0.0000004
Fe,2,10,6.21873433,0.00000025
Fe,2,8,6.22249688,0.00000025
Fe,2,6,6.48435,0.0000004
Fe,2,8,6.5194425,0.0000004
Fe,2,10,6.5669685,0.0000004
Fe,2,2,6.7030021,0.0000009
Fe,2,4,6.8070159,0.0000004
Fe,2,12,6.72393597,0.00000025
Fe,2,10,6.72907574,0.00000025
Fe,2,6,6.72932284,0.00000025
Fe,2,8,6.7302635,0.00000025
Fe,2,6,6.80308,0.0000004
Fe,2,8,6.8072583,0.0000004
Fe,2,6,7.11806748,0.00000025
Fe,2,4,7.12826481,0.00000025
Fe,2,2,7.1388229,0.0000004
Fe,2,10,7.2693948,0.0000006
Fe,2,8,7.2736817,0.0000005
Fe,2,4,7.3973238,0.0000004
Fe,2,8,7.4725712,0.0000004
Fe,2,2,7.4867075,0.0000004
Fe,2,4,7.4937341,0.0000004
Fe,2,6,7.4942595,0.0000004
Fe,2,6,7.4889348,0.0000004
Fe,2,2,7.5674109,0.0000004
Fe,2,4,7.6042922,0.0000004
Fe,2,12,7.5165973,0.0000004
Fe,2,10,7.5391368,0.0000004
Fe,2,8,7.5576776,0.0000004
Fe,2,6,7.5682105,0.0000004
Fe,2,14,7.5428961,0.0000004
Fe,2,12,7.549101,0.0000004
Fe,2,10,7.5617273,0.0000004
Fe,2,8,7.5824802,0.0000004
Fe,2,6,7.574617,0.0000004
Fe,2,4,7.7025932,0.0000004
Fe,2,16,7.6061288,0.0000004
Fe,2,10,7.6265941,0.0000004
Fe,2,14,7.6284514,0.0000004
Fe,2,12,7.6358402,0.0000004
Fe,2,8,7.6530572,0.0000004
Fe,2,6,7.7725538,0.0000004
Fe,2,2,7.789812,0.0000004
Fe,2,4,7.8063198,0.0000004
Fe,2,4,7.6839121,0.0000004
Fe,2,6,7.6931007,0.0000004
Fe,2,8,7.708299,0.0000004
Fe,2,8,7.6951447,0.0000004
Fe,2,6,7.7058106,0.0000004
Fe,2,10,7.7066254,0.0000004
Fe,2,4,7.7173363,0.0000004
Fe,2,10,7.6973256,0.0000004
Fe,2,8,7.7269984,0.0000004
Fe,2,14,7.7233696,0.0000004
Fe,2,12,7.7691291,0.0000004
Fe,2,8,7.8041909,0.0000004
Fe,2,6,7.8448498,0.0000004
Fe,2,4,7.8686738,0.0000004
Fe,2,2,7.8803734,0.0000004
Fe,2,12,7.919655,0.0000004
Fe,2,10,7.9286411,0.0000004
Fe,2,8,7.9400585,0.0000004
Fe,2,6,7.9458259,0.0000004
Fe,2,8,7.9704921,0.0000004
Fe,2,6,7.9877322,0.0000004
Fe,2,2,8.0349812,0.0000004
Fe,2,4,8.0384001,0.0000004
Fe,2,10,8.0381375,0.0000004
Fe,2,8,8.0725728,0.0000004
Fe,2,12,8.1040544,0.0000004
Fe,2,10,8.1279417,0.0000004
Fe,2,12,8.1308918,0.0000004
Fe,2,10,8.1452725,0.0000004
Fe,2,8,8.1744466,0.0000004
Fe,2,6,8.1926616,0.0000004
Fe,2,10,8.184541,0.0000004
Fe,2,8,8.2297382,0.0000004
Fe,2,6,8.2477153,0.0000004
Fe,2,4,8.2589171,0.0000004
Fe,2,2,8.2137854,0.0000004
Fe,2,14,8.2340029,0.0000004
Fe,2,12,8.240429,0.0000004
Fe,2,10,8.255989,0.0000004
Fe,2,8,8.2663161,0.0000004
Fe,2,6,8.307007,0.0000004
Fe,2,4,8.3408923,0.0000004
Fe,2,12,8.3709578,0.0000004
Fe,2,10,8.4310228,0.0000004
Fe,2,6,8.567609,0.0000004
Fe,2,4,8.5923636,0.0000005
Fe,2,2,8.6078527,0.0000005
Fe,2,8,8.6301144,0.0000004
Fe,2,6,8.6355591,0.0000004
Fe,2,10,8.7179023,0.0000004
Fe,2,8,8.7438237,0.0000004
Fe,2,14,8.801225,0.0000005
Fe,2,16,8.8565248,0.0000004
Fe,2,6,8.9224918,0.0000004
Fe,2,4,8.932201,0.0000005
Fe,2,2,8.9532696,0.0000005
Fe,2,10,8.9430267,0.0000004
Fe,2,12,8.9593142,0.0000004
Fe,2,4,8.9478161,0.0000004
Fe,2,6,8.9564405,0.0000004
Fe,2,8,8.9705104,0.0000004
Fe,2,10,9.0075386,0.0000004
Fe,2,2,8.9801352,0.0000006
Fe,2,4,8.9918996,0.0000004
Fe,2,6,9.0036704,0.0000004
Fe,2,8,9.0076893,0.0000004
Fe,2,8,9.052853,0.0000004
Fe,2,6,9.0576548,0.0000004
Fe,2,10,9.0622072,0.0000004
Fe,2,8,9.0686191,0.0000004
Fe,2,2,9.074071,0.0000005
Fe,2,4,9.0742936,0.0000004
Fe,2,10,9.0996679,0.0000004
Fe,2,6,9.0999233,0.0000004
Fe,2,8,9.1118775,0.0000004
Fe,2,4,9.1298598,0.0000004
Fe,2,12,9.1256755,0.0000005
Fe,2,10,9.1439928,0.0000005
Fe,2,14,9.1707197,0.0000004
Fe,2,12,9.1710815,0.0000005
Fe,2,4,9.2365863,0.0000005
Fe,2,6,9.2500722,0.0000005
Fe,2,8,9.373317,0.0000005
Fe,2,6,9.4122703,0.0000004
Fe,2,4,9.4388507,0.0000005
Fe,2,2,9.494392,0.0000004
Fe,2,6,9.6388708,0.0000005
Fe,2,8,9.6878034,0.0000005
Fe,2,10,9.6536143,0.0000004
Fe,2,8,9.7002396,0.0000004
Fe,2,6,9.735914,0.0000004
Fe,2,4,9.7607579,0.0000004
Fe,2,2,9.775414,0.0000004
Fe,2,8,9.6937051,0.0000005
Fe,2,10,9.742339,0.0000004
Fe,2,4,9.7311656,0.0000006
Fe,2,6,9.7564232,0.0000005
Fe,2,2,9.7751463,0.000001
Fe,2,4,9.8249371,0.0000004
Fe,2,4,9.8252426,0.0000005
Fe,2,6,9.8300771,0.0000005
Fe,2,8,9.8358352,0.0000005
Fe,2,8,9.8492422,0.0000004
Fe,2,6,9.9045425,0.0000004
Fe,2,4,9.9408057,0.0000004
Fe,2,2,9.9616418,0.0000004
Fe,2,6,10.1219773,0.0000004
Fe,2,8,10.1338154,0.0000004
Fe,2,12,10.2725501,0.0000004
Fe,2,10,10.2880497,0.0000004
Fe,2,8,10.3076133,0.0000004
Fe,2,6,10.3289055,0.0000004
Fe,2,4,10.3476866,0.0000004
Fe,2,2,10.3599422,0.0000004
Fe,2,8,10.328532,0.0000005
Fe,2,10,10.3987045,0.0000005
Fe,2,8,10.3791615,0.0000004
Fe,2,10,10.3807526,0.0000004
Fe,2,6,10.3914073,0.0000004
Fe,2,4,10.413446,0.0000004
Fe,2,2,10.430992,0.0000004
Fe,2,6,10.3983625,0.0000006
Fe,2,4,10.4592796,0.0000006
Fe,2,14,10.4190334,0.0000004
Fe,2,12,10.4514812,0.0000004
Fe,2,10,10.4801123,0.0000004
Fe,2,8,10.5027943,0.0000004
Fe,2,6,10.5194227,0.0000004
Fe,2,4,10.5310027,0.0000004
Fe,2,8,10.4477261,0.0000004
Fe,2,6,10.4552114,0.0000004
Fe,2,4,10.4672943,0.0000004
Fe,2,8,10.4996322,0.0000004
Fe,2,6,10.5226519,0.0000004
Fe,2,4,10.5446893,0.0000004
Fe,2,2,10.5600846,0.0000005
Fe,2,12,10.5217184,0.0000004
Fe,2,10,10.5615658,0.0000004
Fe,2,8,10.59605,0.0000005
Fe,2,6,10.6229357,0.0000005
Fe,2,6,10.6000744,0.0000005
Fe,2,4,10.6290223,0.0000005
Fe,2,10,10.6780583,0.0000005
Fe,2,8,10.7142644,0.0000005
Fe,2,6,10.7370057,0.0000005
Fe,2,4,10.7507828,0.0000005
Fe,2,2,10.7108444,0.0000017
Fe,2,4,10.7300763,0.000001
Fe,2,6,10.7578131,0.0000005
Fe,2,8,10.7779047,0.0000006
Fe,2,8,10.7224709,0.0000005
Fe,2,6,10.7305134,0.0000006
Fe,2,12,10.8288892,0.0000005
Fe,2,10,10.8451196,0.0000005
Fe,2,8,10.8532849,0.0000005
Fe,2,6,10.8576631,0.0000005
Fe,2,2,10.8979851,0.0000006
Fe,2,4,10.906287,0.0000005
Fe,2,4,10.8613053,0.0000006
Fe,2,2,10.865516,0.000005
Fe,2,6,10.9179622,0.0000005
Fe,2,8,10.9365793,0.0000005
Fe,2,10,10.9868006,0.0000005
Fe,2,6,10.9088324,0.0000005
Fe,2,4,10.9300968,0.0000005
Fe,2,2,10.9340507,0.0000005
Fe,2,10,11.0002994,0.0000005
Fe,2,8,11.0164343,0.0000005
Fe,2,6,11.0494038,0.0000005
Fe,2,4,11.0756571,0.0000005
Fe,2,2,11.0930363,0.0000005
Fe,2,8,11.0505342,0.0000005
Fe,2,6,11.0896991,0.0000005
Fe,2,4,11.1122017,0.0000005
Fe,2,6,11.1247777,0.0000005
Fe,2,8,11.1449887,0.0000006
Fe,2,10,11.1669291,0.0000005
Fe,2,12,11.1848145,0.0000005
Fe,2,12,11.1491737,0.0000005
Fe,2,8,11.195851,0.0000005
Fe,2,10,11.2065018,0.0000005
Fe,2,6,11.2190607,0.0000005
Fe,2,4,11.2321638,0.0000005
Fe,2,2,11.2389481,0.0000005
Fe,2,10,11.1638849,0.0000005
Fe,2,8,11.2553628,0.0000005
Fe,2,6,11.2913111,0.0000005
Fe,2,4,11.3084614,0.0000005
Fe,2,8,11.2079078,0.0000005
Fe,2,6,11.2377818,0.0000005
Fe,2,4,11.2700245,0.0000005
Fe,2,2,11.3073311,0.0000005
Fe,2,4,11.2366645,0.0000006
Fe,2,2,11.2626611,0.0000005
Fe,2,6,11.4405332,0.0000005
Fe,2,6,11.2703037,0.0000005
Fe,2,4,11.4345108,0.0000005
Fe,2,2,11.445572,0.0000005
Fe,2,4,11.2885412,0.0000005
Fe,2,8,11.3033835,0.0000005
Fe,2,6,11.3538714,0.0000005
Fe,2,4,11.3871409,0.0000005
Fe,2,2,11.388021,0.0000005
Fe,2,4,11.3960783,0.0000005
Fe,2,6,11.4088681,0.0000005
Fe,2,8,11.4256589,0.0000005
Fe,2,10,11.4437749,0.0000005
Fe,2,12,11.4601196,0.0000005
Fe,2,8,11.417586,0.000003
Fe,2,10,11.420994,0.0000009
Fe,2,12,11.4271793,0.0000006
Fe,2,14,11.4375285,0.0000006
Fe,2,10,11.4278331,0.0000005
Fe,2,8,11.4812729,0.0000005
Fe,2,4,11.4333753,0.0000005
Fe,2,6,11.4927646,0.0000009
Fe,2,8,11.4415681,0.0000005
Fe,2,6,11.4474493,0.0000005
Fe,2,4,11.4510101,0.0000005
Fe,2,10,11.4594834,0.0000005
Fe,2,2,11.4627564,0.0000006
Fe,2,4,11.4868373,0.0000005
Fe,2,6,11.518046,0.0000005
Fe,2,8,11.5466334,0.0000007
Fe,2,4,11.5712658,0.0000006
Fe,2,6,11.579555,0.000004
Fe,2,10,11.5906134,0.0000007
Fe,2,8,11.5909917,0.0000005
Fe,2,6,11.6335565,0.0000005
Fe,2,4,11.6347274,0.0000005
Fe,2,8,11.6529591,0.0000005
Fe,2,2,11.658404,0.0000005
Fe,2,10,11.6616719,0.0000005
Fe,2,6,11.6530493,0.0000005
Fe,2,8,11.6636022,0.0000005
Fe,2,10,11.6729127,0.0000025
Fe,2,12,11.6780141,0.0000021
Fe,2,6,11.6807228,0.0000005
Fe,2,4,11.7461558,0.0000005
Fe,2,2,11.7636933,0.0000024
Fe,2,6,11.7394541,0.0000005
Fe,2,8,11.7491416,0.0000005
Fe,2,6,11.741355,0.0000005
Fe,2,6,11.7842241,0.0000006
Fe,2,8,11.788336,0.0000006
Fe,2,2,11.8736657,0.0000009
Fe,2,4,11.8849108,0.0000006
Fe,2,6,11.9019644,0.0000006
Fe,2,8,11.9294769,0.0000005
Fe,2,12,11.9101771,0.0000007
Fe,2,10,11.9321669,0.0000006
Fe,2,6,11.9371037,0.0000007
Fe,2,8,11.9466897,0.0000007
Fe,2,4,12.0669485,0.0000006
Fe,2,6,12.0893786,0.0000005
Fe,2,4,12.1646572,0.0000005
Fe,2,2,12.2815138,0.0000005
Fe,2,10,12.132019,0.0000009
Fe,2,12,12.1850247,0.0000005
Fe,2,14,12.1665863,0.0000005
Fe,2,12,12.1870155,0.0000005
Fe,2,10,12.2056752,0.0000005
Fe,2,8,12.2209869,0.0000005
Fe,2,4,12.1747693,0.0000006
Fe,2,6,12.1944232,0.0000005
Fe,2,8,12.2169083,0.0000005
Fe,2,10,12.2244065,0.0000011
Fe,2,4,12.1924024,0.0000005
Fe,2,8,12.1989689,0.0000009
Fe,2,6,12.2130662,0.0000005
Fe,2,4,12.2459559,0.0000022
Fe,2,2,12.2753875,0.0000005
Fe,2,8,12.2618625,0.000001
Fe,2,4,12.2829242,0.0000005
Fe,2,2,12.3887082,0.0000005
Fe,2,10,12.3455088,0.0000005
Fe,2,8,12.3597808,0.0000005
Fe,2,6,12.3766049,0.0000005
Fe,2,4,12.3883229,0.0000005
Fe,2,8,12.3532177,0.0000005
Fe,2,10,12.3683178,0.0000012
Fe,2,10,12.3554292,0.0000019
Fe,2,8,12.3746829,0.0000009
Fe,2,6,12.448073,0.000004
Fe,2,8,12.4594232,0.0000005
Fe,2,6,12.4913863,0.0000005
Fe,2,2,12.572292,0.000004
Fe,2,4,12.5935681,0.0000019
Fe,2,6,12.6099986,0.0000017
Fe,2,10,12.6090094,0.0000005
Fe,2,8,12.6502274,0.0000005
Fe,2,6,12.6878163,0.0000005
Fe,2,4,12.7137971,0.0000005
Fe,2,2,12.7290536,0.0000005
Fe,2,12,12.6886004,0.0000007
Fe,2,14,12.7071549,0.0000006
Fe,2,8,12.6953327,0.0000005
Fe,2,6,12.7458673,0.0000005
Fe,2,4,12.7850548,0.0000005
Fe,2,2,12.8033198,0.0000005
Fe,2,6,12.702075,0.000006
Fe,2,4,12.70884,0.000006
Fe,2,12,12.718917,0.0000005
Fe,2,10,12.7486745,0.0000005
Fe,2,8,12.7752353,0.0000005
Fe,2,6,12.7917192,0.0000005
Fe,2,12,12.7494678,0.0000005
Fe,2,10,12.7519476,0.0000005
Fe,2,14,12.7505746,0.0000005
Fe,2,12,12.7571589,0.0000005
Fe,2,10,12.7557949,0.0000005
Fe,2,8,12.7563835,0.0000005
Fe,2,8,12.7632131,0.0000005
Fe,2,6,12.7644423,0.0000005
Fe,2,12,12.7679299,0.0000025
Fe,2,14,12.785375,0.000012
Fe,2,16,12.7991829,0.0000005
Fe,2,6,12.7707022,0.0000005
Fe,2,8,12.7831241,0.0000005
Fe,2,2,12.8700712,0.0000005
Fe,2,14,12.7728134,0.0000005
Fe,2,16,12.7753777,0.0000005
Fe,2,6,12.7733903,0.0000005
Fe,2,4,12.7746894,0.0000005
Fe,2,8,12.7821371,0.000001
Fe,2,4,12.7841142,0.0000005
Fe,2,2,12.7859594,0.0000005
Fe,2,10,12.7908695,0.0000005
Fe,2,8,12.9077394,0.0000005
Fe,2,6,12.9649317,0.0000005
Fe,2,4,12.9653902,0.0000005
Fe,2,8,12.7931471,0.0000025
Fe,2,6,12.811801,0.000004
Fe,2,8,12.7941734,0.0000005
Fe,2,6,12.8444417,0.0000005
Fe,2,12,12.8107881,0.0000005
Fe,2,10,12.8141045,0.0000005
Fe,2,10,12.8108465,0.0000005
