#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Ei(eV),Ek(eV),g_i,g_k,Type
Fe,1,363.146292,51700000,0.95815732,4.37135106,7,9,
Fe,1,363.20384,67400000,3.0713388,6.48399171,3,5,
Fe,2,363.229607,120000,4.14931647,7.5617273,10,10,
Fe,1,363.255538,5690000,2.94879294,6.3609602,11,9,
Fe,1,363.29766,6060000,2.48437256,5.89614419,1,3,
Fe,1,363.306866,3540000,2.93984587,6.35153108,9,11,
Fe,1,363.38264,1580000,2.99035244,6.40132623,9,11,
Fe,1,363.432842,10500000,2.93984587,6.35034852,9,7,
Fe,1,363.616139,978000,2.1978664,5.60664989,5,7,
Fe,1,363.62236,22000000,3.54652001,6.95524523,5,7,
Fe,1,363.664896,2970000,3.01725044,6.42557692,5,7,
Fe,1,363.699388,1960000,2.58810592,5.99610917,7,9,
Fe,1,363.724821,898000,2.4326947,5.84045966,11,9,
Fe,1,363.786514,5900000,2.93984587,6.34703293,9,9,
Fe,1,363.823849,484000,2.7275445,6.13438193,9,7,
Fe,1,363.82962,23600000,2.75857762,6.165361,7,9,
Fe,1,364.03881,35700000,2.7275445,6.13237029,9,11,
Fe,1,364.3715,2610000,2.60850194,6.01021907,5,7,
Fe,1,364.47946,8300000,3.24096914,6.64167865,7,5,
Fe,1,364.507488,2910000,2.85122419,6.25167222,9,9,
Fe,1,364.582,48700000,3.11096179,6.51071489,1,3,
Fe,1,364.74237,33800000,3.0713388,6.46959714,3,3,
Fe,1,364.784225,29100000,0.91460217,4.31247059,9,11,
Fe,1,364.930251,45000,0,3.3965088,9,7,
Fe,1,364.933514,1310000,3.0468689,6.44334733,9,7,
Fe,1,364.950594,39400000,2.69240763,6.08872711,11,9,
Fe,1,365.002947,22600000,2.99804479,6.39387714,7,7,
Fe,1,365.02787,6150000,2.4326947,5.8282952,11,11,
Fe,1,365.109607,772000,2.85122419,6.24606454,9,11,
Fe,1,365.146668,58300000,2.75857762,6.15307342,7,9,
Fe,1,365.37543,612000,2.4326947,5.82506529,11,13,
Fe,1,365.467099,160000,2.22271209,5.61423177,3,5,
Fe,2,365.523971,6000000,9.8249371,13.2159291,4,6,
Fe,1,365.546479,11800000,2.83159117,6.22237439,5,5,
Fe,2,365.55691,10000000,9.8252426,13.2159291,4,6,
Fe,1,365.713263,1220000,2.42419831,5.8134352,3,5,
Fe,1,365.789779,3230000,3.03847046,6.4269984,5,7,
Fe,1,365.80185,563000,3.01762252,6.40603863,7,9,
Fe,1,365.951641,6310000,2.45343044,5.84045966,9,9,
Fe,2,366.07888,23000000,9.8300771,13.2159291,6,6,
Fe,1,366.136227,280000,2.45343044,5.83875215,9,7,
Fe,1,366.32615,1110000,2.99035244,6.37391903,9,9,
Fe,1,366.345189,1100000,2.55917148,5.94256226,9,9,
Fe,1,366.453682,4680000,2.99804479,6.3804339,7,9,
Fe,1,366.469158,880000,2.99804479,6.38029108,7,7,
Fe,1,366.623984,3870000,2.4326947,5.81351269,11,9,
Fe,2,366.70252,29000000,9.8358352,13.2159291,8,6,
Fe,1,366.725284,13000000,3.21118938,6.59107351,9,7,
Fe,1,366.820959,3200000,3.24096914,6.61997175,7,9,
Fe,1,366.888918,270000,2.58810592,5.96648265,7,7,
Fe,1,366.91523,8030000,2.99035244,6.36848691,9,7,
Fe,1,366.952079,23400000,2.7275445,6.10533975,9,7,
Fe,1,367.002435,8600000,2.84504259,6.22237439,3,5,
Fe,1,367.00884,7200000,2.94879294,6.32606584,11,13,
Fe,1,367.08069,1830000,2.48437256,5.86098438,1,3,
Fe,1,367.168501,647000,2.75857762,6.13438193,7,7,
Fe,1,367.270722,348000,2.45343044,5.8282952,9,11,
Fe,1,367.476335,7910000,2.83159117,6.20456765,5,3,
Fe,1,367.631068,4630000,2.55917148,5.93072834,9,11,
Fe,1,367.687277,2500000,2.99804479,6.36908625,7,5,
Fe,1,367.73056,22800000,3.54652001,6.91716472,5,7,
Fe,1,367.76277,60800000,2.75857762,6.12892712,7,5,
Fe,1,367.886005,4590000,2.42419831,5.79341882,3,5,
Fe,1,367.899747,722000,2.27860466,5.64769932,5,3,
Fe,1,367.991309,1380000,0,3.3682564,9,9,
Fe,1,368.164385,1670000,2.99804479,6.36471779,7,9,
Fe,1,368.216716,10400000,2.99804479,6.36423934,7,5,
Fe,1,368.22445,150000000,3.54652001,6.9126439,5,5,
Fe,1,368.305437,265000,0.05156912,3.41695281,7,5,
Fe,1,368.410722,29700000,2.7275445,6.09196644,9,7,
Fe,1,368.41374,9290000,3.30140276,6.66579718,9,7,
Fe,1,368.599687,33400000,2.93984587,6.30254306,9,11,
Fe,1,368.62578,13000000,2.42419831,5.7866575,3,1,
Fe,1,368.709642,1720000,2.17594512,5.53763954,7,5,
Fe,1,368.745628,8000000,0.85899575,4.22036211,11,9,
Fe,1,368.765787,7380000,2.7275445,6.08872711,9,9,
Fe,1,368.846062,7300000,3.25148176,6.61193286,7,9,
Fe,1,368.936992,2620000,3.03847046,6.39809335,5,7,
Fe,1,368.945775,37000000,2.93984587,6.29938878,9,9,
Fe,1,369.04547,12200000,3.11096179,6.46959714,1,3,
Fe,1,369.07268,29900000,3.5732189,6.93160665,11,11,
Fe,1,369.30265,2040000,3.01762252,6.37391903,7,9,
Fe,1,369.400589,83500000,3.03847046,6.39387714,5,7,
Fe,1,369.505245,20100000,2.58810592,5.94256226,7,9,
Fe,1,369.551496,161000,2.55917148,5.91320801,9,7,
Fe,1,369.742522,19400000,2.99804479,6.35034852,7,7,
Fe,1,369.860275,3600000,3.01725044,6.36848691,5,7,
Fe,1,369.913924,4900000,3.01725044,6.36800089,5,7,
Fe,1,370.108586,63500000,2.99804479,6.34703293,7,9,
Fe,1,370.20292,37000000,2.84504259,6.19317735,3,1,
Fe,1,370.24918,413000,2.17594512,5.52366156,7,7,
Fe,1,370.35476,3840000,2.75857762,6.10533975,7,7,
Fe,1,370.369071,6310000,2.93984587,6.28647868,9,11,
Fe,1,370.382121,10200000,2.85805275,6.20456765,1,3,
Fe,1,370.401402,1700000,3.0713388,6.4176795,3,5,
Fe,1,370.446079,14200000,2.69240763,6.03834476,11,9,
Fe,1,370.556548,3210000,0.05156912,3.3965088,7,7,
Fe,1,370.745562,799000,2.55917148,5.90240588,9,11,
Fe,1,370.782181,633000,0.08728574,3.43018998,5,3,
Fe,1,370.791945,33200000,2.17594512,5.51876133,7,5,
Fe,1,370.860172,810000,2.58810592,5.93030716,7,5,
Fe,1,370.924612,15600000,0.91460217,4.2562228,9,7,
Fe,1,370.966593,951000,2.55917148,5.90041395,9,9,
Fe,1,371.12224,3620000,2.58810592,5.92794713,7,9,
Fe,1,371.140799,12800000,3.0713388,6.411013,3,5,
Fe,2,371.19803,150000,5.9109129,9.2500722,4,6,
Fe,1,371.591113,2600000,2.27860466,5.61423177,5,5,
Fe,1,371.644188,34900000,2.93984587,6.27499663,9,7,
Fe,1,371.840634,5170000,2.75857762,6.09196644,7,7,
Fe,1,371.993444,16200000,0,3.33201954,9,11,
Fe,1,372.127166,872000,2.17594512,5.50676735,7,9,
Fe,1,372.13932,6720000,2.48437256,5.81508605,1,3,
Fe,1,372.150232,19400000,3.03847046,6.36908625,5,5,
Fe,1,372.202343,676000,2.75857762,6.08872711,7,9,
Fe,1,372.256272,4970000,0.08728574,3.41695281,5,5,
Fe,1,372.437686,10400000,2.27860466,5.60664989,5,7,
Fe,1,372.54908,1700000,3.0468689,6.37391903,9,9,
Fe,1,372.68966,529000,2.1978664,5.52366156,5,7,
Fe,1,372.69261,45700000,3.03847046,6.36423934,5,5,
Fe,1,372.709201,17100000,2.93984587,6.26546671,9,7,
Fe,1,372.761872,22400000,0.95815732,4.28330826,7,5,
Fe,1,372.767349,2200000,2.58810592,5.91320801,7,7,
Fe,1,372.780888,19100000,2.99804479,6.32302612,7,5,
Fe,1,372.866759,1300000,2.55917148,5.88338708,9,9,
Fe,1,373.038621,9730000,3.0468689,6.36955305,9,11,
Fe,1,373.04611,3090000,2.99804479,6.32066224,7,9,
Fe,1,373.0946,3500000,2.60850194,5.93068755,5,7,
Fe,1,373.137327,3370000,2.60850194,5.93030716,5,5,
Fe,1,373.23961,26900000,2.1978664,5.51876133,5,5,
Fe,1,373.331716,6480000,0.11011433,3.43018998,3,3,
Fe,1,373.486354,90100000,0.85899575,4.17769679,11,11,
Fe,1,373.532365,27000000,2.93984587,6.25813812,9,9,
Fe,1,373.713125,14100000,0.05156912,3.3682564,7,9,
Fe,1,373.83049,34400000,3.26711257,6.58275864,11,13,
Fe,1,373.911527,451000,2.22271209,5.53763954,3,5,
Fe,1,373.93139,530000,2.17594512,5.49069652,7,5,
Fe,1,374.023905,13000000,3.25148176,6.56541325,7,9,
Fe,1,374.261655,6750000,2.93984587,6.25167222,9,9,
Fe,1,374.336183,26000000,0.99011115,4.30127816,5,3,
Fe,1,374.34677,60500000,3.5732189,6.8842923,11,11,
Fe,1,374.377651,355000,2.7275445,6.03834476,9,9,
Fe,1,374.410236,31700000,3.03847046,6.34898259,5,3,
Fe,1,374.556086,11500000,0.08728574,3.3965088,5,7,
Fe,1,374.58991,7320000,0.12126572,3.43018998,1,3,
Fe,1,374.647495,610000,2.1978664,5.50628207,5,3,
Fe,1,374.692683,23300000,2.99804479,6.30606149,7,7,
Fe,1,374.826189,9150000,0.11011433,3.41695281,3,5,
Fe,2,374.8487,3400000,4.7317602,8.0384001,6,4,
Fe,1,374.896457,14800000,2.93984587,6.24606454,9,11,
Fe,1,374.948483,76300000,0.91460217,4.22036211,9,9,
Fe,1,375.182102,474000,2.69240763,5.99610917,11,9,
Fe,1,375.31376,114000,2.40407444,5.70661711,13,13,
Fe,1,375.361052,12200000,2.17594512,5.4780717,7,5,
Fe,1,375.450034,2420000,2.99804479,6.29938878,7,9,
Fe,1,375.606757,513000,2.17594512,5.47591165,7,7,
Fe,1,375.69371,22000000,3.5732189,6.87242168,11,11,
Fe,1,375.74538,8260000,3.30092244,6.59967157,5,3,
Fe,1,375.823267,63400000,0.95815732,4.2562228,7,7,
Fe,1,375.91544,4550000,3.6343498,6.93160665,13,11,
Fe,2,375.94624,3200000,4.7379945,8.0349812,4,2,
Fe,1,376.00494,4470000,2.40407444,5.70054647,13,15,
Fe,1,376.053169,5500000,2.22271209,5.51876133,3,5,
Fe,1,376.140823,1040000,2.58810592,5.88338708,7,9,
Fe,1,376.220335,2400000,3.3682564,6.66284114,9,11,
Fe,1,376.378864,54400000,0.99011115,4.28330826,5,5,
Fe,1,376.55384,95100000,3.23672008,6.528387,13,15,
Fe,1,376.56981,2360000,3.26711257,6.5586399,11,11,
Fe,1,376.608864,770000,2.58810592,5.87929188,7,5,
Fe,1,376.665837,7580000,3.03847046,6.32915863,5,3,
Fe,1,376.71915,63900000,1.01105568,4.30127816,3,3,
Fe,1,376.80267,10800000,2.22271209,5.5122053,3,1,
Fe,1,377.030102,1310000,2.69240763,5.97991659,11,11,
Fe,1,377.04054,215000,2.4326947,5.72011266,11,11,
Fe,1,377.1491,640000,3.23672008,6.52319179,13,11,
Fe,1,377.33586,310000,3.0468689,6.33171407,9,11,
Fe,1,377.369117,4410000,3.03847046,6.32302612,5,5,
Fe,1,377.4824,5570000,2.22271209,5.50628207,3,3,
Fe,1,377.58537,338000,2.7275445,6.01021907,9,7,
Fe,1,377.645447,1670000,2.17594512,5.45809748,7,9,
Fe,1,377.70659,943000,2.99035244,6.27197352,9,7,
Fe,1,377.744907,858000,2.55917148,5.84045966,9,9,
Fe,1,377.83145,2210000,2.83159117,6.11212776,5,3,
Fe,1,377.850889,11700000,3.25148176,6.53184961,7,5,
Fe,1,377.869613,910000,2.1978664,5.4780717,5,5,
Fe,1,377.941584,676000,2.55917148,5.83875215,9,7,
Fe,1,377.94534,10500000,3.2739844,6.55353246,3,3,
Fe,1,377.95076,851000,2.22271209,5.50221316,3,3,
Fe,1,378.118615,765000,2.1978664,5.47591165,5,7,
Fe,1,378.19394,3800000,3.63977237,6.91716472,5,7,
Fe,1,378.244784,1180000,2.99804479,6.27499663,7,7,
Fe,1,378.5706,1510000,3.23672008,6.51085164,13,13,
Fe,1,378.59479,4140000,2.4326947,5.70661711,11,13,
Fe,1,378.614893,3200000,2.83159117,6.10533975,5,7,
Fe,1,378.618693,13000000,2.83159117,6.10530689,5,5,
Fe,1,378.667669,2770000,1.01105568,4.284348,3,1,
Fe,1,378.71636,9900000,3.63977237,6.9126439,5,5,
Fe,1,378.787991,12900000,1.01105568,4.28330826,3,5,
Fe,1,378.917552,2160000,2.7275445,5.99867825,9,11,
Fe,1,378.981618,4100000,3.3682564,6.63883718,9,7,
Fe,1,379.009277,2680000,0.99011115,4.26045326,5,3,
Fe,1,379.065368,4410000,3.03847046,6.30832866,5,3,
Fe,1,379.075401,965000,2.17594512,5.44571679,7,7,
Fe,1,379.150536,446000,2.55917148,5.8282952,9,11,
Fe,1,379.174178,6700000,3.41695281,6.6858727,5,3,
Fe,1,379.215386,1930000,2.7275445,5.99610917,9,9,
Fe,1,379.28272,296000,2.22271209,5.49069652,3,5,
Fe,1,379.348018,7920000,2.99804479,6.26546671,7,7,
Fe,1,379.38712,6130000,2.84504259,6.11212776,3,3,
Fe,1,379.43392,4150000,2.45343044,5.72011266,9,11,
Fe,1,379.500205,11500000,0.99011115,4.2562228,5,7,
Fe,1,379.75145,45700000,3.23672008,6.50067093,13,13,
Fe,1,379.794887,937000,2.58810592,5.85168345,7,5,
Fe,1,379.851096,3230000,0.91460217,4.17769679,9,11,
Fe,1,379.954711,7310000,0.95815732,4.22036211,7,9,
Fe,1,380.167922,6260000,2.83159117,6.09196644,5,7,
Fe,1,380.198342,3700000,3.33201954,6.59213395,11,13,
Fe,1,380.22778,5630000,3.30092244,6.56078442,5,5,
Fe,1,380.400898,4600000,3.33201954,6.59039805,11,9,
Fe,1,380.5342,86000000,3.30140276,6.5586399,9,11,
Fe,1,380.62165,25000000,3.41489715,6.67138589,3,3,
Fe,1,380.66953,43500000,3.26711257,6.52319179,11,11,
Fe,1,380.753675,9370000,2.22271209,5.4780717,3,5,
Fe,1,380.82814,759000,3.01725044,6.27197352,5,7,
Fe,1,380.87283,3540000,2.55917148,5.81351269,9,9,
Fe,1,380.90399,1700000,2.85805275,6.11212776,1,3,
Fe,1,380.956388,1430000,2.99804479,6.25167222,7,9,
Fe,1,381.07555,19400000,3.30092244,6.55353246,5,3,
Fe,1,381.103432,206000,2.7275445,5.97991659,9,11,
Fe,1,381.18907,2520000,2.75857762,6.01021907,7,7,
Fe,1,381.207789,0.014,0,3.25148176,9,7,M1
Fe,1,381.207789,0.007,0,3.25148176,9,7,E2
Fe,1,381.296424,7910000,0.95815732,4.20888328,7,5,
Fe,1,381.305775,5520000,2.58810592,5.83875215,7,7,
Fe,1,381.36345,2070000,2.69240763,5.94256226,11,9,
Fe,1,381.38834,6620000,3.6343498,6.8842923,13,11,
Fe,1,381.39325,291000,2.4326947,5.68259542,11,9,
Fe,2,381.41238,500000,4.7379945,7.9877322,4,6,
Fe,1,381.452303,624000,1.01105568,4.26045326,3,3,
Fe,1,381.58397,112000000,1.48486439,4.73314079,9,7,
Fe,1,381.634022,4160000,2.1978664,5.44571679,5,7,
Fe,1,381.763905,7700000,3.33201954,6.57876498,11,11,
Fe,1,381.949263,4900000,3.3965088,6.64167865,7,5,
Fe,1,382.042491,66700000,0.85899575,4.10337372,11,9,
Fe,1,382.11774,55400000,3.26711257,6.51085164,11,13,
Fe,1,382.183434,7300000,2.60850194,5.85168345,5,5,
Fe,1,382.444329,2830000,0,3.24096914,9,7,
Fe,2,382.491992,3000,2.58265947,5.82322475,6,6,
Fe,1,382.540229,647000,2.27860466,5.51876133,5,5,
Fe,1,382.588058,59700000,0.91460217,4.15435379,9,7,
Fe,1,382.684148,2290000,2.7275445,5.96648265,9,7,
Fe,2,382.70853,250000,4.7317602,7.9704921,6,8,
Fe,1,382.757115,1560000,2.69240763,5.93072834,11,11,
Fe,1,382.78222,105000000,1.55735733,4.79546566,7,5,
Fe,1,382.850415,322000,2.75857762,5.99610917,7,9,
Fe,1,382.94517,13200000,3.2739844,6.51071489,3,3,
Fe,1,382.976109,750000,2.55917148,5.79564049,9,7,
Fe,1,383.075697,1040000,2.60850194,5.84412959,5,5,
Fe,1,383.086134,1070000,2.69240763,5.92794713,11,9,
Fe,1,383.330771,4680000,2.55917148,5.79264615,9,9,
Fe,1,383.422219,45200000,0.95815732,4.19086081,7,5,
Fe,2,383.472063,0.0015,0.10695023,3.33923354,4,2,M1
Fe,1,383.633025,32900000,3.30092244,6.53184961,5,5,
Fe,1,383.713423,1080000,2.60850194,5.83875215,5,7,
Fe,1,383.92558,23500000,3.0468689,6.27533411,9,9,
Fe,1,384.04372,47000000,0.99011115,4.21758325,5,3,
Fe,1,384.10475,136000000,1.60789577,4.83485507,5,3,
Fe,1,384.289641,487000,2.58810592,5.81351269,7,9,
Fe,1,384.298874,391000,2.58810592,5.8134352,7,5,
Fe,1,384.32565,37000000,3.0468689,6.27197352,9,7,
Fe,1,384.516842,6070000,2.42419831,5.64769932,3,3,
Fe,1,384.569383,5890000,3.54652001,6.76958063,5,7,
Fe,1,384.59844,4500000,3.3682564,6.59107351,9,7,
Fe,1,384.64092,16800000,3.5732189,6.79568,11,9,
Fe,1,384.68001,62000000,3.25148176,6.47361547,7,7,
Fe,1,384.69343,344000,2.4326947,5.65471608,11,13,
Fe,1,384.828984,480000,2.60850194,5.82938837,5,7,
Fe,1,384.996631,60500000,1.01105568,4.2305396,3,1,
Fe,1,385.081771,1660000,0.99011115,4.20888328,5,5,
Fe,1,385.25724,3260000,2.17594512,5.39325126,7,9,
Fe,1,385.34564,580000,2.94879294,6.165361,11,9,
Fe,1,385.4366,5070000,3.21118938,6.4269984,9,7,
Fe,1,385.637115,4640000,0.05156912,3.2657061,7,5,
Fe,1,385.69715,0.011,0.08728574,3.30092244,5,5,M1
Fe,1,385.921236,7250000,2.40407444,5.61584517,13,11,
Fe,1,385.991106,9690000,0,3.21118938,9,9,
Fe,1,386.36913,4370000,3.2657061,6.47375371,5,3,
Fe,1,386.374103,1840000,2.69240763,5.90041395,11,9,
Fe,1,386.552292,15500000,1.01105568,4.21758325,3,3,
Fe,1,386.721579,31600000,3.01725044,6.22237439,5,5,
Fe,1,386.792023,706000,2.58810592,5.79264615,7,9,
Fe,1,386.955814,1590000,2.7275445,5.93072834,9,11,
Fe,1,386.96074,983000,2.7275445,5.93068755,9,7,
Fe,1,387.1748,5830000,2.94879294,6.15016512,11,11,
Fe,1,387.250102,10500000,0.99011115,4.19086081,5,5,
Fe,1,387.292094,886000,2.7275445,5.92794713,9,9,
Fe,1,387.376015,6570000,2.4326947,5.63240401,11,9,
Fe,2,387.407075,0.0068,0,3.19945278,10,10,M1
Fe,1,387.603965,115000,1.01105568,4.20888328,3,5,
Fe,1,387.801779,7720000,0.95815732,4.15435379,7,7,
Fe,1,387.857282,6170000,0.08728574,3.28302483,5,3,
Fe,1,387.867079,7020000,2.45343044,5.64908881,9,7,
Fe,1,387.87262,53400000,3.2739844,6.46959714,3,3,
Fe,1,388.327981,12800000,3.25148176,6.44334733,7,7,
Fe,1,388.435819,3990000,2.69240763,5.88338708,11,9,
Fe,1,388.514529,836000,2.99035244,6.18068544,9,7,
Fe,1,388.551012,7260000,2.42419831,5.61423177,3,5,
Fe,1,388.628183,5290000,0.05156912,3.24096914,7,7,
Fe,1,388.704779,3520000,0.91460217,4.10337372,9,9,
Fe,1,388.851317,25000000,1.60789577,4.79546566,5,5,
Fe,1,388.882145,19500000,3.01725044,6.20456765,5,3,
Fe,1,389.039353,1670000,3.24096914,6.4269984,7,7,
Fe,1,389.084021,3060000,2.7275445,5.91320801,9,7,
Fe,1,389.19264,27100000,3.41489715,6.59967157,3,3,
Fe,1,389.330922,4520000,2.83159117,6.01523448,5,3,
Fe,1,389.338988,10000000,2.94879294,6.13237029,11,11,
Fe,1,389.391202,545000,2.4326947,5.61584517,11,11,
Fe,1,389.40114,10300000,3.30092244,6.48399171,5,5,
Fe,1,389.542538,3380000,3.29183986,6.47375371,1,3,
Fe,1,389.565597,9390000,0.11011433,3.29183986,3,1,
Fe,1,389.74486,1780000,2.94879294,6.12905507,11,13,
Fe,1,389.78893,6200000,2.69240763,5.87231021,11,13,
Fe,1,389.800874,800000,1.01105568,4.19086081,3,5,
Fe,1,389.902841,760000,2.45343044,5.63240401,9,9,
Fe,1,389.970707,2580000,0.08728574,3.2657061,5,5,
Fe,1,390.051516,7900000,3.24096914,6.41873101,7,7,
Fe,1,390.294512,21400000,1.55735733,4.73314079,7,7,
Fe,1,390.38977,7610000,2.99035244,6.165361,9,9,
Fe,2,390.562316,0.004,0.04770753,3.22131344,8,8,M1
Fe,2,390.603456,1100000,5.57055201,8.7438237,6,8,
Fe,1,390.647918,832000,0.11011433,3.28302483,3,3,
Fe,1,390.6747,7050000,3.30092244,6.47361547,5,7,
Fe,1,390.74651,815000,2.75857762,5.93068755,7,7,
Fe,1,390.793374,6670000,2.75857762,5.93030716,7,5,
Fe,1,390.965801,5700000,3.28302483,6.45335558,3,5,
Fe,1,390.982927,6990000,2.84504259,6.01523448,3,3,
Fe,1,391.084381,1370000,2.75857762,5.92794713,7,9,
Fe,1,391.099803,2680000,3.21118938,6.3804339,9,9,
Fe,1,391.363135,1350000,2.27860466,5.44571679,5,7,
Fe,1,391.427403,5800000,3.28302483,6.44961696,3,3,
Fe,2,391.450691,5000,1.67061856,4.83702231,6,4,
Fe,1,391.67305,9830000,3.23672008,6.40132623,13,11,
Fe,1,391.718051,434000,0.99011115,4.15435379,5,7,
Fe,1,391.76418,0.012,0.11011433,3.2739844,3,3,M1
Fe,1,391.76418,0.004,0.11011433,3.2739844,3,3,E2
Fe,1,391.83147,6030000,2.48437256,5.64769932,1,3,
Fe,1,391.84151,42200000,2.84504259,6.00828827,3,1,
Fe,1,391.864151,11700000,3.01762252,6.18068544,7,7,
Fe,1,391.906519,3720000,2.99035244,6.15307342,9,9,
Fe,1,392.025748,2600000,0.12126572,3.28302483,1,3,
Fe,1,392.083636,2920000,3.2657061,6.4269984,5,7,
Fe,1,392.12719,55400,2.55917148,5.72011266,9,11,
Fe,1,392.291129,1080000,0.05156912,3.21118938,7,9,
Fe,1,392.520109,6200000,3.29183986,6.44961696,1,3,
Fe,1,392.564346,8040000,2.83159117,5.98901244,5,5,
Fe,1,392.594131,16700000,2.85805275,6.01523448,1,3,
Fe,1,392.601285,7260000,3.24096914,6.39809335,7,7,
Fe,1,392.791947,2600000,0.11011433,3.2657061,3,5,
Fe,1,392.808323,5640000,3.21118938,6.36664959,9,9,
Fe,1,392.911653,811000,2.75857762,5.91320801,7,7,
Fe,1,392.92081,2090000,3.25148176,6.40603863,7,9,
Fe,1,393.02964,1990000,0.08728574,3.24096914,5,7,
Fe,1,393.111722,4800000,3.2657061,6.41873101,5,7,
Fe,1,393.149908,0.011,0.12126572,3.2739844,1,3,M1
Fe,2,393.22435,1400000,9.2365863,12.3887082,4,2,
Fe,1,393.262701,2700000,2.7275445,5.87935896,9,11,
Fe,2,393.271336,0.0015,0.04770753,3.19945278,8,10,M1
Fe,1,393.359909,5920000,3.0713388,6.22237439,3,5,
Fe,1,393.530643,2200000,2.84504259,5.99471113,3,3,
Fe,1,393.581244,11400000,2.83159117,5.98085478,5,5,
Fe,2,393.59607,800000,5.56875734,8.7179023,8,10,
Fe,1,393.732723,1660000,2.69240763,5.84045966,11,9,
Fe,2,393.779605,0.0012,0.08278213,3.23045937,6,6,M1
Fe,2,393.829354,6000,1.67061856,4.8178982,6,6,
Fe,2,393.89666,800000,5.9109129,9.0576548,4,6,
Fe,1,394.08771,120000,0.95815732,4.10337372,7,9,
Fe,1,394.12753,9100000,3.2657061,6.41060472,5,5,
Fe,1,394.236485,517000,2.99035244,6.13438193,9,7,
Fe,1,394.243963,9620000,2.84504259,5.98901244,3,5,
Fe,1,394.33404,646000,2.1978664,5.34111814,5,3,
Fe,1,394.473766,1300000,2.84504259,5.98718095,3,3,
Fe,1,394.488896,1400000,2.99035244,6.13237029,9,11,
Fe,1,394.498096,570000,3.30140276,6.44334733,9,7,
Fe,1,394.511687,1650000,2.75857762,5.90041395,7,9,
Fe,2,394.521146,4000,1.6952613,4.83702231,4,4,
Fe,1,394.699457,3910000,3.21118938,6.35153108,9,11,
Fe,1,394.753087,5120000,2.83159117,5.97150625,5,5,
Fe,1,394.80971,13100000,3.24096914,6.3804339,7,9,
Fe,1,394.87747,20800000,3.26711257,6.40603863,11,9,
Fe,1,394.91405,4200000,3.41489715,6.55353246,3,3,
Fe,2,394.927136,0.0012,0.08278213,3.22131344,6,8,M1
Fe,1,394.99525,4790000,2.17594512,5.31393522,7,5,
Fe,1,395.11632,42900000,3.2739844,6.411013,3,5,
Fe,1,395.26009,2970000,2.69240763,5.8282952,11,11,
Fe,1,395.269592,3480000,2.84504259,5.98085478,3,5,
Fe,1,395.315139,2970000,3.01762252,6.15307342,7,9,
Fe,1,395.385684,640000,2.83159117,5.96648265,5,7,
Fe,1,395.534127,15000000,3.28302483,6.41673983,3,3,
Fe,1,395.595498,4190000,3.0713388,6.20456765,3,3,
Fe,1,395.645488,17600000,3.23672008,6.36955305,13,11,
Fe,1,395.66763,12200000,2.69240763,5.82506529,11,13,
Fe,1,395.701788,16700000,3.2657061,6.39809335,5,7,
Fe,1,396.027858,4100000,3.63977237,6.76958063,5,7,
Fe,1,396.113928,2600000,2.85805275,5.98718095,1,3,
Fe,1,396.235134,1200000,3.2657061,6.39387714,5,7,
Fe,1,396.31003,15000000,3.28302483,6.41060472,3,5,
Fe,1,396.451526,2170000,2.84504259,5.97150625,3,5,
Fe,1,396.550868,785000,3.24096914,6.36664959,7,9,
Fe,1,396.606119,1320000,1.60789577,4.73314079,5,7,
Fe,1,396.681077,681000,3.30092244,6.42557692,5,7,
Fe,1,396.742064,15200000,3.30140276,6.42557692,9,7,
Fe,1,396.796109,6090000,3.24096914,6.36471779,7,9,
Fe,1,396.925691,22600000,1.48486439,4.60759327,9,7,
Fe,1,397.03889,39000000,3.0713388,6.19317735,3,1,
Fe,1,397.132205,4970000,2.69240763,5.81351269,11,9,
Fe,1,397.36493,5810000,3.54652001,6.66579718,5,7,
Fe,2,397.416068,6000,2.70434897,5.82322475,4,6,
Fe,1,397.438009,820000,3.24096914,6.35967275,7,7,
Fe,1,397.47593,344000,2.22271209,5.34111814,3,3,
Fe,1,397.5203,120000,2.46883473,5.58689276,5,7,
Fe,1,397.638461,398000,3.01725044,6.13438193,5,7,
Fe,1,397.661301,12000000,3.41489715,6.53184961,3,5,
Fe,1,397.77407,6410000,2.1978664,5.31393522,5,5,
Fe,2,397.978208,0.00405,0.08278213,3.19725263,6,4,M1
Fe,1,398.17706,3570000,2.7275445,5.84045966,9,9,
Fe,1,398.395594,5720000,2.7275445,5.83875215,9,7,
Fe,1,398.538695,8530000,3.30092244,6.411013,5,5,
Fe,2,398.60642,2000000,9.8358352,12.9453973,8,10,
Fe,1,398.985748,5300000,3.54652001,6.65312587,5,7,
Fe,1,399.0373,1430000,3.0468689,6.15307342,9,9,
Fe,1,399.41127,922000,3.0468689,6.15016512,9,11,
Fe,1,399.598289,1600000,2.7275445,5.82938837,9,7,
Fe,2,399.68271,210000,9.1118775,12.2130662,8,6,
Fe,1,399.69635,7950000,3.69459719,6.79568,9,9,
Fe,1,399.73917,12600000,2.7275445,5.8282952,9,11,
Fe,1,399.805211,5700000,2.69240763,5.79264615,11,9,
Fe,1,400.025248,2200000,3.2657061,6.36423934,5,5,
Fe,1,400.045722,1010000,2.99035244,6.08872711,9,9,
Fe,1,400.166094,747000,2.17594512,5.2733878,7,7,
Fe,1,400.37614,6760000,3.41489715,6.51071489,3,3,
