#element,sp_num,ritz_wl_vac(nm),Aki(s^-1),Ei(eV),Ek(eV),g_i,g_k,Type
Fe,1,400.524148,20400000,1.55735733,4.65203107,7,5,
Fe,1,400.631097,5100000,3.26711257,6.3609602,11,9,
Fe,1,400.66241,5890000,3.11096179,6.20456765,1,3,
Fe,1,400.727179,4400000,2.75857762,5.85168345,7,5,
Fe,1,400.97125,4640000,2.22271209,5.31393522,3,5,
Fe,1,401.017377,790000,3.64164057,6.73250811,7,9,
Fe,1,401.140701,226000,2.55917148,5.64908881,9,7,
Fe,1,401.171125,110000,2.44955978,5.53924278,7,9,
Fe,1,401.378165,419000,3.01725044,6.10533975,5,7,
Fe,1,401.453083,15300000,3.0468689,6.13438193,9,7,
Fe,1,401.708236,842000,2.75857762,5.84412959,7,5,
Fe,1,401.714822,3250000,3.0468689,6.13237029,9,11,
Fe,1,401.826688,3440000,3.2657061,6.35034852,5,7,
Fe,1,401.90437,110000,2.60850194,5.6925481,5,7,
Fe,1,402.048342,820000,3.64164057,6.72458242,7,9,
Fe,1,402.186604,8550000,2.75857762,5.84045966,7,9,
Fe,1,402.409563,107000,2.75857762,5.83875215,7,7,
Fe,2,402.45505,250000,4.49479059,7.574617,6,6,
Fe,1,402.472471,8090000,3.24096914,6.32066224,7,9,
Fe,1,403.018404,285000,2.1978664,5.2733878,5,7,
Fe,1,403.048821,10400000,3.21118938,6.28647868,9,11,
Fe,1,403.088913,5020000,3.69459719,6.76958063,9,7,
Fe,1,403.19605,7600000,3.2739844,6.34815078,3,5,
Fe,1,403.262684,246000,1.48486439,4.55852281,9,7,
Fe,1,403.318569,84000,2.55917148,5.63240401,9,9,
Fe,1,403.636651,96000,2.75857762,5.82938837,7,7,
Fe,1,404.063812,4800000,3.30092244,6.36848691,5,7,
Fe,1,404.389713,8690000,3.24096914,6.30606149,7,7,
Fe,1,404.460883,8170000,2.83159117,5.89614419,5,3,
Fe,1,404.559336,7390000,3.21118938,6.27499663,9,7,
Fe,1,404.581193,86200000,1.48486439,4.54850612,9,9,
Fe,1,404.606181,6850000,3.2657061,6.32915863,5,3,
Fe,1,404.73025,215000,2.27860466,5.34111814,5,3,
Fe,1,404.932629,211000,2.58810592,5.64908881,7,7,
Fe,1,405.190535,3300000,3.3965088,6.45554341,7,5,
Fe,1,405.417774,770000,3.2657061,6.32302612,5,5,
Fe,1,405.486626,9610000,3.41695281,6.47375371,5,3,
Fe,1,405.503501,443000,2.55917148,5.61584517,9,11,
Fe,1,405.734287,495000,2.75857762,5.81351269,7,9,
Fe,1,405.821663,4470000,3.21118938,6.26546671,9,7,
Fe,1,405.875343,652000,2.42419831,5.4780717,3,5,
Fe,1,405.9713,5710000,3.54652001,6.59967157,5,3,
Fe,2,406.07168,1600000,9.8358352,12.8882321,8,10,
Fe,1,406.244071,18500000,2.84504259,5.89614419,3,3,
Fe,1,406.359365,66500000,1.55735733,4.60759327,7,7,
Fe,1,406.538067,17000000,3.43018998,6.47908516,3,1,
Fe,1,406.658491,1170000,2.99035244,6.03834476,9,9,
Fe,1,406.72707,2190000,2.55917148,5.60664989,9,7,
Fe,1,406.797774,15100000,3.21118938,6.25813812,9,9,
Fe,1,406.906609,1900000,3.28302483,6.32915863,3,3,
Fe,1,407.077024,11000000,3.24096914,6.28582776,7,5,
Fe,1,407.151979,428000,2.58810592,5.63240401,7,9,
Fe,1,407.173752,76400000,1.60789577,4.65203107,5,5,
Fe,1,407.250219,4880000,3.43018998,6.47375371,3,3,
Fe,1,407.376195,16800000,3.2657061,6.30832866,5,3,
Fe,1,407.478563,3430000,3.0468689,6.08872711,9,9,
Fe,2,407.59491,1600,2.54377802,5.58476799,6,4,
Fe,1,407.62185,1400000,3.0713388,6.11212776,3,3,
Fe,1,407.648942,443000,2.60850194,5.64908881,5,7,
Fe,1,407.662889,13200000,3.21118938,6.25167222,9,9,
Fe,1,407.679979,3810000,3.2657061,6.30606149,5,7,
Fe,1,407.835319,4550000,2.60850194,5.64769932,5,3,
Fe,1,407.916762,5400000,3.41695281,6.45554341,5,5,
Fe,1,407.983784,5830000,2.85805275,5.89614419,1,3,
Fe,1,408.0209,23000000,3.28302483,6.32083991,3,1,
Fe,1,408.087574,2300000,3.29183986,6.32915863,1,3,
Fe,1,408.210685,2500000,3.41695281,6.45335558,5,5,
Fe,1,408.24252,4000000,3.63521992,6.67138589,3,3,
Fe,1,408.35489,184000,2.27860466,5.31393522,5,5,
Fe,1,408.449152,8660000,3.33201954,6.36664959,11,9,
Fe,1,408.500408,4700000,2.84504259,5.87929188,3,5,
Fe,1,408.530273,8920000,3.24096914,6.27499663,7,7,
Fe,1,408.5982,5100000,4.15435379,7.1878769,7,5,
Fe,1,408.709336,1900000,3.33201954,6.36471779,11,9,
Fe,2,408.727543,3000,2.58265947,5.61522263,6,4,
Fe,1,408.85558,4200000,3.63977237,6.67138589,5,3,
Fe,1,408.921655,345000,2.94879294,5.97991659,11,11,
Fe,1,409.007214,1000000,3.3965088,6.4269984,7,7,
Fe,1,409.095319,1100000,3.3682564,6.39809335,9,7,
Fe,1,409.155244,1140000,2.83159117,5.86098438,5,3,
Fe,1,409.597024,2650000,2.58810592,5.61423177,7,5,
Fe,1,409.708319,2900000,3.28302483,6.30832866,3,3,
Fe,1,409.817542,7490000,3.24096914,6.26546671,7,7,
Fe,1,410.073752,29200,0.85899575,3.88160368,11,9,
Fe,1,410.12609,2600000,3.3965088,6.41873101,7,7,
Fe,1,410.16853,390000,2.48437256,5.50628207,1,3,
Fe,1,410.494274,260000,3.33201954,6.35153108,11,11,
Fe,1,410.625858,330000,2.58810592,5.60664989,7,7,
Fe,1,410.642219,2520000,3.3965088,6.41493251,7,5,
Fe,1,410.748817,17400000,2.83159117,5.84923154,5,3,
Fe,1,410.812992,350000,3.24096914,6.25813812,7,9,
Fe,1,410.905627,3620000,3.29183986,6.30832866,1,3,
Fe,1,410.980156,15100000,2.84504259,5.86098438,3,3,
Fe,1,411.231852,1500000,3.3965088,6.41060472,7,5,
Fe,1,411.29584,11000000,4.17769679,7.19132379,11,13,
Fe,1,411.444464,3920000,2.83159117,5.84412959,5,5,
Fe,1,411.493764,1570000,3.3682564,6.3804339,9,9,
Fe,1,411.85443,49600000,3.5732189,6.58275864,11,13,
Fe,1,411.88854,1900000,3.2657061,6.27499663,5,7,
Fe,1,412.020628,1930000,2.99035244,5.99867825,9,11,
Fe,1,412.180229,1990000,2.83159117,5.83875215,5,7,
Fe,1,412.251533,3230000,2.84504259,5.85168345,3,5,
Fe,2,412.265907,30000,2.58265947,5.5891955,6,6,
Fe,1,412.372797,604000,2.99035244,5.99610917,9,9,
Fe,2,412.478262,3000,2.54377802,5.54876624,6,8,
Fe,1,412.56199,9900000,4.22036211,7.2247405,9,11,
Fe,1,412.588004,796000,2.84504259,5.84923154,3,3,
Fe,1,412.618265,4200000,3.33201954,6.33598817,11,11,
Fe,1,412.68514,1300000,2.84504259,5.84852446,3,1,
Fe,1,412.760758,14300000,2.85805275,5.86098438,1,3,
Fe,2,412.873929,26000,2.58265947,5.58476799,6,4,
Fe,1,412.946006,650000,3.3965088,6.39809335,7,7,
Fe,1,413.205785,11800000,1.60789577,4.60759327,5,7,
Fe,1,413.2899,7700000,2.84504259,5.84412959,3,5,
Fe,1,413.385535,2120000,3.3682564,6.36664959,9,9,
Fe,1,413.433575,1060,0,2.99804479,9,7,
Fe,1,413.441953,2620000,3.01725044,6.01523448,5,3,
Fe,1,413.467722,12500000,2.83159117,5.82938837,5,7,
Fe,1,413.652047,1320000,3.3682564,6.36471779,9,9,
Fe,1,413.699755,27500000,3.41489715,6.411013,3,5,
Fe,1,413.992679,18300,0.99011115,3.98410712,5,5,
Fe,1,414.18628,657000,3.01762252,6.01021907,7,7,
Fe,1,414.25874,7500000,4.30127816,7.2933513,3,5,
Fe,1,414.341445,27000000,3.0468689,6.03834476,9,9,
Fe,1,414.386752,13300000,1.55735733,4.54850612,7,9,
Fe,1,414.51993,78000,2.69240763,5.68259542,11,9,
Fe,1,414.606405,378000,2.99035244,5.97991659,9,11,
Fe,1,414.766863,436000,1.48486439,4.47327202,9,7,
Fe,1,414.936469,4230000,3.33201954,6.31920567,11,13,
Fe,1,415.024873,7700000,3.43018998,6.41673983,3,3,
Fe,1,415.216867,32400,0.95815732,3.94332623,7,7,
Fe,1,415.372136,0.016,0.08728574,3.0713388,5,3,M1
Fe,1,415.389948,20500000,3.3965088,6.3804339,7,9,
Fe,1,415.449849,26400000,2.83159117,5.81508605,5,3,
Fe,1,415.480514,14000000,3.3682564,6.35153108,9,11,
Fe,1,415.667123,527000,2.94879294,5.93072834,11,11,
Fe,1,415.679861,12000000,2.83159117,5.8134352,5,5,
Fe,1,415.777954,21800000,3.41695281,6.39809335,5,7,
Fe,1,415.879208,16000000,3.43018998,6.41060472,3,5,
Fe,1,416.107929,950000,3.3682564,6.34703293,9,9,
Fe,1,416.148427,301000,3.01762252,5.99610917,7,9,
Fe,1,416.78587,585000,3.30140276,6.27533411,9,9,
Fe,1,416.861404,680000,3.3682564,6.34164892,9,7,
Fe,1,416.894277,1900000,3.41695281,6.39011087,5,5,
Fe,1,416.975708,1000000,3.3965088,6.36908625,7,5,
Fe,1,417.090127,6290000,3.01725044,5.98901244,5,5,
Fe,1,417.16902,2010000,3.69459719,6.66579718,9,7,
Fe,1,417.18993,1090000,3.30092244,6.27197352,5,7,
Fe,1,417.212183,9800000,3.25148176,6.22237439,7,5,
Fe,1,417.264025,2240000,3.33201954,6.30254306,11,11,
Fe,1,417.274423,64600,0.95815732,3.92860683,7,5,
Fe,1,417.331471,2630000,2.84504259,5.81508605,3,3,
Fe,2,417.345122,440000,2.58265947,5.55260578,6,6,
Fe,1,417.392038,65000,0.99011115,3.95972364,5,3,
Fe,1,417.491238,58700,0.91460217,3.88350907,9,7,
Fe,1,417.563572,11400000,2.84504259,5.8134352,3,5,
Fe,1,417.759354,37100,0.91460217,3.88160368,9,9,
Fe,2,417.885374,170000,2.58265947,5.54876624,6,8,
Fe,2,418.09796,22000,4.7379945,7.7025932,4,4,
Fe,1,418.175449,23200000,2.83159117,5.79564049,5,7,
Fe,1,418.238239,5040000,3.01725044,5.98085478,5,5,
Fe,1,418.275792,1300000,3.41695281,6.38029108,5,7,
Fe,1,418.300399,400000,3.3965088,6.35967275,7,7,
Fe,1,418.48913,10300000,2.83159117,5.79341882,5,5,
Fe,1,418.703842,21500000,2.44955978,5.40986861,7,5,
Fe,1,418.758722,4480000,3.43018998,6.39011087,3,5,
Fe,1,418.779491,15200000,2.42543332,5.38520741,9,7,
Fe,1,418.955784,2700000,3.69459719,6.65312587,9,7,
Fe,1,419.142997,27300000,2.46883473,5.42604198,5,3,
Fe,1,419.167654,4060000,2.85805275,5.81508605,1,3,
Fe,1,419.532874,11100000,3.33201954,6.28647868,11,11,
Fe,1,419.56175,1210000,3.01725044,5.97150625,5,5,
Fe,1,419.620852,10900000,3.3965088,6.35034852,7,7,
Fe,1,419.65307,300000,2.94879294,5.90240588,11,11,
Fe,1,419.824651,14700000,3.3682564,6.32066224,9,9,
Fe,1,419.830363,8030000,2.39920471,5.35157038,11,9,
Fe,1,419.863389,12500000,3.41695281,6.36908625,5,5,
Fe,1,419.909489,49200000,3.0468689,5.99867825,9,11,
Fe,1,420.092401,6250000,3.3965088,6.34703293,7,9,
Fe,1,420.202885,8220000,1.48486439,4.43461275,9,9,
Fe,1,420.275278,253000,3.0468689,5.99610917,9,9,
Fe,1,420.356851,17000,1.01105568,3.95972364,3,3,
Fe,1,420.3938,2970000,3.6343498,6.58275864,13,13,
Fe,1,420.398445,7370000,2.84504259,5.79341882,3,5,
Fe,1,420.553882,2770000,3.41695281,6.36423934,5,5,
Fe,1,420.669619,5900,0.05156912,2.99804479,7,7,
Fe,1,420.712709,4800000,2.83159117,5.77776507,5,3,
Fe,1,421.0343,14800000,2.4821184,5.42604198,3,3,
Fe,1,421.03829,7180000,3.0713388,6.01523448,3,3,
Fe,1,421.36476,21000000,2.84504259,5.7866575,3,1,
Fe,1,421.54231,598000,2.99035244,5.93072834,9,11,
Fe,1,421.618312,18400,0,2.93984587,9,9,
Fe,1,421.75454,24600000,3.43018998,6.36908625,3,5,
Fe,2,421.821261,150000,10.4477261,13.3861576,8,10,
Fe,1,421.93595,28800000,3.5732189,6.51085164,11,13,
Fe,1,421.94142,529000,2.99035244,5.92794713,9,9,
Fe,1,422.00483,2800000,3.92860683,6.86576013,5,3,
Fe,1,422.03412,18300000,3.0713388,6.00828827,3,1,
Fe,1,422.22127,5760000,2.44955978,5.38520741,7,7,
Fe,1,422.41711,10600000,3.3682564,6.30254306,9,11,
Fe,1,422.45128,6810000,3.43018998,6.36423934,3,5,
Fe,1,422.54541,16500000,3.41695281,6.35034852,5,7,
Fe,1,422.59555,1320000,3.0468689,5.97991659,9,11,
Fe,1,422.64241,4300000,2.84504259,5.77776507,3,3,
Fe,1,422.74264,52900000,3.33201954,6.26404671,11,13,
Fe,1,422.95093,2930000,3.2739844,6.20456765,3,3,
Fe,1,422.97531,19900,1.48486439,4.41527878,9,7,
Fe,1,423.27261,878,0.11011433,3.03847046,3,5,
Fe,2,423.316223,720000,2.58265947,5.5107139,6,8,
Fe,1,423.36021,18500000,2.4821184,5.40986861,3,5,
Fe,1,423.53857,1570000,3.3965088,6.32302612,7,5,
Fe,1,423.59361,18800000,2.42543332,5.35157038,9,9,
Fe,1,423.70733,2220,0.95815732,3.88350907,7,7,
Fe,1,423.88096,24100000,3.3965088,6.32066224,7,9,
Fe,1,423.93617,1300000,3.64164057,6.56541325,7,9,
Fe,1,423.9732,846000,2.94879294,5.87231021,11,13,
Fe,1,423.98477,767000,2.69240763,5.61584517,11,11,
Fe,1,424.03704,6700000,3.54652001,6.46959714,5,3,
Fe,1,424.11168,430000,2.83159117,5.75415389,5,3,
Fe,1,424.25952,119000,2.7275445,5.64908881,9,7,
Fe,1,424.27294,1320000,3.30092244,6.22237439,5,5,
Fe,1,424.38152,2500000,3.88350907,6.80421351,7,5,
Fe,1,424.52573,9000000,2.85805275,5.77776507,1,3,
Fe,1,424.5344,1010000,3.33201954,6.25167222,11,9,
Fe,1,424.60841,5850000,3.64164057,6.56078442,7,5,
Fe,1,424.73054,102000,2.45343044,5.37173492,9,7,
Fe,1,424.7425,19400000,3.3682564,6.28647868,9,11,
Fe,1,424.82237,3820000,3.0713388,5.98901244,3,5,
Fe,1,425.01188,20700000,2.46883473,5.38520741,5,7,
Fe,2,425.042546,1200000,7.6839121,10.6000744,4,6,
Fe,1,425.07864,10200000,1.55735733,4.47327202,7,7,
Fe,1,425.49447,143000,3.01762252,5.93068755,7,7,
Fe,1,425.55004,713000,3.01762252,5.93030716,7,5,
Fe,2,425.814799,30000,2.70434897,5.61522263,4,4,
Fe,1,425.83157,2540,0.08728574,2.99804479,5,7,
Fe,1,425.86133,800000,2.83159117,5.74214676,5,5,
Fe,1,425.89513,234000,3.01762252,5.92794713,7,9,
Fe,1,425.93364,41900,2.99035244,5.90041395,9,9,
Fe,1,425.99989,1570000,3.33201954,6.24162851,11,13,
Fe,1,426.0135,2200000,3.0713388,5.98085478,3,5,
Fe,1,426.04736,39900000,2.39920471,5.30848946,11,11,
Fe,1,426.42033,1620000,3.3682564,6.27499663,9,7,
Fe,1,426.69641,627000,2.7275445,5.63240401,9,9,
Fe,1,426.78263,8170000,3.11096179,6.01523448,1,3,
Fe,1,426.87486,3300000,3.30092244,6.20456765,5,3,
Fe,1,427.11531,18200000,2.44955978,5.35157038,7,9,
Fe,1,427.17599,22800000,1.48486439,4.38646275,9,11,
Fe,2,427.332007,90000,2.70434897,5.604888,4,2,
Fe,1,427.56979,55900,2.55917148,5.45809748,9,9,
Fe,1,427.66743,2600000,3.88160368,6.77986785,9,9,
Fe,1,427.823,1000000,3.3682564,6.26546671,9,7,
Fe,1,427.94878,1500000,3.88350907,6.77986785,7,9,
Fe,1,427.98685,650000,2.85805275,5.75415389,1,3,
Fe,1,428.0535,310000,3.23672008,6.13237029,13,11,
Fe,1,428.24026,12100000,2.17594512,5.07033256,7,5,
Fe,1,428.44051,110000,2.99035244,5.88338708,9,9,
Fe,1,428.54415,1780000,3.23672008,6.12905507,13,13,
Fe,1,428.58234,1300000,3.63977237,6.53184961,5,5,
Fe,1,428.64319,170000,2.94879294,5.84045966,11,9,
Fe,2,428.739327,1.37,0,2.8910183,10,6,E2
Fe,1,428.81455,449000,2.75857762,5.64908881,7,7,
Fe,1,428.89548,292000,2.58810592,5.4780717,7,5,
Fe,1,429.03789,629000,2.99035244,5.87935896,9,11,
Fe,1,429.08641,383000,2.83159117,5.72027099,5,7,
Fe,1,429.14629,3350,0.05156912,2.93984587,7,9,
Fe,1,429.41244,3120000,1.48486439,4.37135106,9,9,
Fe,2,429.656577,70000,2.70434897,5.5891955,4,6,
Fe,1,429.80364,1230000,3.0468689,5.93072834,9,11,
Fe,1,429.9234,12900000,2.42543332,5.30848946,9,11,
Fe,1,429.96288,265000,3.01762252,5.90041395,7,9,
Fe,1,430.02036,650000,3.88160368,6.76400977,9,9,
Fe,1,430.21856,770000,3.0468689,5.92794713,9,9,
Fe,2,430.317018,220000,2.70434897,5.58476799,4,4,
Fe,1,430.45402,306000,2.94879294,5.8282952,11,11,
Fe,1,430.52061,470000,3.54652001,6.42557692,5,7,
Fe,1,430.54501,5540000,3.01725044,5.89614419,5,3,
Fe,1,430.79017,33800000,1.55735733,4.43461275,7,9,
Fe,1,430.90303,1960000,3.6343498,6.51085164,13,13,
Fe,1,430.93741,1780000,2.94879294,5.82506529,11,13,
Fe,1,431.03717,2400000,3.92860683,6.80421351,5,5,
Fe,1,431.50844,7760000,2.1978664,5.07033256,5,5,
Fe,1,431.70482,520000,3.54652001,6.4176795,5,5,
Fe,1,432.57616,51600000,1.60789577,4.47327202,5,7,
Fe,1,432.59405,481000,3.26711257,6.13237029,11,11,
Fe,1,432.67529,463000,2.94879294,5.81351269,11,9,
Fe,1,432.70954,11200000,3.54652001,6.411013,5,5,
Fe,1,432.79034,716000,3.30140276,6.165361,9,9,
Fe,1,433.70454,1020000,1.55735733,4.41527878,7,7,
Fe,1,433.82574,79000,2.17594512,5.03306811,7,9,
Fe,1,434.32708,1600000,3.25148176,6.10530689,7,5,
Fe,1,434.36971,621000,3.0468689,5.90041395,9,9,
Fe,1,434.65522,752000,3.30140276,6.15307342,9,9,
Fe,1,434.723287,123,0,2.85122419,9,9,
Fe,1,434.78332,1700000,3.60252504,6.45335558,7,5,
Fe,1,434.89366,282000,2.99035244,5.84045966,9,9,
Fe,1,435.15437,939000,2.99035244,5.83875215,9,7,
Fe,2,435.176199,490000,2.70434897,5.55260578,4,6,
Fe,1,435.27345,3630000,2.22271209,5.07033256,3,5,
Fe,2,435.75734,900000,6.0877427,8.932201,2,4,
Fe,2,435.8163,2500000,9.4388507,12.2829242,4,4,
Fe,1,435.85007,809000,2.94879294,5.79264615,11,9,
Fe,2,435.933219,1.02,0.04770753,2.8910183,8,6,E2
Fe,1,436.0804,1000000,3.64164057,6.48399171,7,5,
Fe,1,436.58963,281000,2.99035244,5.82938837,9,7,
Fe,1,436.75781,1560000,2.99035244,5.8282952,9,11,
Fe,1,436.79032,90900,1.60789577,4.44562726,5,5,
Fe,2,436.94002,23000,2.7784633,5.61522263,2,4,
Fe,1,436.97716,6090000,3.0468689,5.88338708,9,9,
Fe,1,437.29863,180000,3.01725044,5.85168345,5,5,
Fe,1,437.35605,1040000,3.01762252,5.85168345,7,5,
Fe,1,437.44888,168000,3.30092244,6.13438193,5,7,
Fe,1,437.54768,153000,3.5732189,6.40603863,11,9,
Fe,1,437.592935,29500,0,2.83252676,9,11,
Fe,1,437.67725,535000,3.01725044,5.84923154,5,3,
Fe,1,437.77906,380000,3.2739844,6.10530689,3,5,
Fe,2,438.274421,0.0514,0,2.82812245,10,8,M1
Fe,1,438.27676,1540000,3.5732189,6.40132623,11,11,
Fe,1,438.35444,50000000,1.48486439,4.31247059,9,11,
Fe,2,438.431313,7000,2.65702556,5.48413599,12,10,
Fe,1,438.46718,540000,3.01725044,5.84412959,5,5,
Fe,2,438.53768,450000,2.7784633,5.604888,2,2,
Fe,1,438.78908,3460000,3.0713388,5.89614419,3,3,
Fe,1,438.84066,10300000,3.60252504,6.4269984,7,7,
Fe,1,438.92442,1810,0.05156912,2.87550352,7,5,
Fe,1,439.04478,140000,2.99035244,5.81351269,9,9,
Fe,1,439.09503,1160000,3.01762252,5.84045966,7,9,
Fe,1,439.1861,1100000,3.92860683,6.75085864,5,3,
Fe,1,439.25795,410000,3.88160368,6.7033939,9,9,
Fe,2,439.51338,1000000,9.8300771,12.6502274,6,8,
Fe,1,439.52739,1700000,3.65369332,6.47375371,5,3,
Fe,1,440.12897,6400000,3.60252504,6.41873101,7,7,
Fe,1,440.14425,818000,2.83159117,5.64769932,5,3,
Fe,2,440.28726,470000,6.138076,8.9532696,4,2,
Fe,1,440.47498,27500000,1.55735733,4.37135106,7,9,
Fe,1,440.50185,295,0.05156912,2.86539125,7,7,
Fe,1,440.77086,730000,2.17594512,4.98804995,7,5,
Fe,1,440.84132,1920000,2.1978664,5.00952178,5,3,
Fe,1,440.91189,740000,3.30092244,6.11212776,5,3,
Fe,2,441.359128,2200,2.67577925,5.48413599,10,10,
Fe,2,441.378078,0.73,0.08278213,2.8910183,6,6,E2
Fe,1,441.51221,11900000,1.60789577,4.41527878,5,7,
Fe,2,441.626821,0.419,0,2.80665448,10,10,M1
Fe,2,441.68187,210000,2.7784633,5.58476799,2,4,
Fe,1,442.25677,8720000,2.84504259,5.64769932,3,3,
Fe,1,442.31407,130000,2.99035244,5.79264615,9,9,
Fe,1,442.3841,1800000,3.65369332,6.45554341,5,5,
Fe,1,442.40673,237000,3.64164057,6.44334733,7,7,
Fe,1,442.73095,34100,0.05156912,2.85122419,7,9,
Fe,1,443.01887,2000000,3.01725044,5.81508605,5,3,
Fe,1,443.06136,7450000,2.22271209,5.02027939,3,1,
Fe,2,443.244795,0.0488,0.04770753,2.84411707,8,6,M1
Fe,1,443.25674,840000,3.5732189,6.36955305,11,11,
Fe,1,443.32183,21000000,3.65369332,6.44961696,5,3,
Fe,1,443.37818,2620000,3.60252504,6.39809335,7,7,
Fe,1,443.51485,4720,0.08728574,2.88199261,5,3,
Fe,1,443.69204,282000,3.0468689,5.84045966,9,9,
Fe,1,443.83425,8500000,3.68638944,6.47908516,3,1,
Fe,1,443.96341,79000,3.0468689,5.83875215,9,7,
Fe,1,443.98812,67300,2.27860466,5.07033256,5,5,
Fe,1,444.04789,450000,3.60252504,6.39387714,7,7,
Fe,1,444.08243,3000000,3.95972364,6.75085864,3,3,
Fe,1,444.23386,3760000,2.1978664,4.98804995,5,5,
Fe,1,444.2831,109000,2.17594512,4.96581946,7,5,
Fe,1,444.31938,10200000,2.85805275,5.64769932,1,3,
Fe,1,444.54707,244,0.08728574,2.87550352,5,5,
Fe,1,444.68319,5380000,3.68638944,6.47375371,3,3,
Fe,1,444.71298,89100,2.1978664,4.98504395,5,7,
Fe,1,444.77169,5110000,2.22271209,5.00952178,3,3,
Fe,2,444.961119,800000,7.9286411,10.7142644,10,8,
Fe,1,445.03156,1150000,3.11096179,5.89614419,1,3,
Fe,1,445.07667,230000,3.88160368,6.66650376,9,9,
Fe,2,445.15408,690000,6.138076,8.9224918,4,6,
Fe,2,445.209685,0.465,0.10695023,2.8910183,4,6,E2
Fe,1,445.26109,830000,3.94332623,6.72707289,7,5,
Fe,1,445.43808,3380000,2.83159117,5.61423177,5,5,
Fe,1,445.50269,4100000,3.88160368,6.66384071,9,7,
Fe,1,445.63255,206000,3.0468689,5.8282952,9,11,
Fe,1,445.6628,680000,3.88160368,6.66284114,9,11,
Fe,2,445.794649,0.255,0.04770753,2.82812245,8,8,M1
Fe,1,445.85765,0.003,0.05156912,2.83159117,7,5,E2
Fe,1,445.85765,0.03,0.05156912,2.83159117,7,5,M1
Fe,1,445.9117,2520000,2.17594512,4.95563019,7,7,
Fe,1,446.16524,29500,0.08728574,2.86539125,5,7,
Fe,2,446.1706,500000,6.22559822,9.0036704,6,6,
Fe,1,446.19682,2310000,3.60252504,6.3804339,7,9,
Fe,1,446.47657,666000,3.01725044,5.79341882,5,5,
Fe,1,446.6551,12000000,2.83159117,5.60664989,5,7,
Fe,1,446.69374,3200000,3.92860683,6.70342551,5,5,
Fe,1,446.93754,15900000,3.65369332,6.4269984,5,7,
Fe,2,446.95864,1900000,9.8358352,12.6090094,8,10,
Fe,2,447.029751,0.0251,0.08278213,2.85551515,6,4,M1
Fe,2,447.111143,380000,10.6780583,13.4502865,10,12,
Fe,1,447.1676,112,0.11011433,2.88199261,3,3,
Fe,2,447.292295,25000,2.84411707,5.61522263,6,4,
Fe,2,447.490277,0.227,0.12113874,2.8910183,2,6,E2
Fe,1,447.60184,10100000,2.84504259,5.61423177,3,5,
Fe,1,447.80174,16000,2.1978664,4.96581946,5,5,
Fe,1,448.01366,431000,3.0468689,5.81351269,9,9,
Fe,1,448.16089,4500000,3.68638944,6.4521243,3,3,
Fe,1,448.21691,20900,0.11011433,2.87550352,3,5,
Fe,1,448.22523,2190000,2.22271209,4.98804995,3,5,
Fe,1,448.27389,2300000,3.65369332,6.41873101,5,7,
Fe,1,448.37762,140000,3.64164057,6.40603863,7,9,
Fe,1,448.42198,5040000,3.60252504,6.36664959,7,9,
Fe,1,448.56756,11000000,3.68638944,6.44961696,3,3,
Fe,1,448.59695,530000,3.65369332,6.41673983,5,3,
Fe,1,448.77372,58000,3.23672008,5.99867825,13,11,
Fe,1,448.81335,1400000,3.60252504,6.36423934,7,5,
Fe,2,448.875005,0.135,0.08278213,2.84411707,6,6,M1
Fe,1,448.89057,976000,3.65369332,6.41493251,5,5,
Fe,2,448.917582,60000,2.82812245,5.5891955,8,6,
Fe,1,448.97387,11900,0.12126572,2.88199261,1,3,
Fe,1,449.0084,3300000,3.01725044,5.77776507,5,3,
Fe,2,449.139722,190000,2.85551515,5.61522263,4,4,
Fe,2,449.263534,0.0561,0.04770753,2.80665448,8,10,M1
Fe,1,449.26783,2600000,3.98410712,6.74302768,5,3,
Fe,2,449.35208,900000,7.919655,10.6780583,12,10,
Fe,1,449.45628,3450000,2.1978664,4.95563019,5,7,
Fe,1,449.45742,0.044,0.08728574,2.84504259,5,3,M1
Fe,1,449.45742,0.004,0.08728574,2.84504259,5,3,E2
Fe,1,449.59525,1400000,3.65369332,6.41060472,5,5,
Fe,1,450.25907,120000,3.5732189,6.32606584,11,13,
Fe,1,450.48304,280000,3.2657061,6.01718438,5,7,
Fe,2,450.828023,700000,2.85551515,5.604888,4,2,
Fe,2,450.960545,0.052,0.10695023,2.85551515,4,4,M1
Fe,1,451.06336,0.1,0.11011433,2.85805275,3,1,M1
Fe,1,451.41839,440000,3.0468689,5.79264615,9,9,
Fe,2,451.490238,0.06,0.08278213,2.82812245,6,8,M1
Fe,1,451.5165,44000,2.87550352,5.62068415,5,5,
Fe,2,451.533313,240000,2.84411707,5.5891955,6,6,
Fe,1,451.75239,1510000,3.0713388,5.81508605,3,3,
Fe,1,451.84308,21000,3.23672008,5.97991659,13,11,
Fe,1,451.85777,9100,2.22271209,4.96581946,3,5,
Fe,2,452.021831,100000,2.80665448,5.54876624,10,8,
Fe,2,452.262775,840000,2.84411707,5.58476799,6,4,
Fe,1,452.33987,520000,3.65369332,6.39387714,5,7,
Fe,1,452.58635,47000,2.88199261,5.62068415,3,5,
Fe,1,452.77827,130000,3.25148176,5.98901244,7,5,
Fe,2,452.83846,0.0398,0.10695023,2.84411707,4,6,M1
Fe,1,452.86136,5440000,2.17594512,4.91297355,7,9,
Fe,1,452.87566,369000,3.30140276,6.03834476,9,9,
